assembly_name,family,component_count,body_count,edge_count,face_count,vertex_count,mass,volume,surface_area,material,complexity_ratio,rotational_symmetry,geometric_complexity,source_file,json_found,properties_name,properties_vertex_count,properties_edge_count,properties_face_count,properties_loop_count,properties_shell_count,properties_body_count,properties_area,properties_volume,properties_density,properties_mass,properties_design_type,properties_likes_count,properties_comments_count,properties_views_count
20186_f66e4ad3,simple_rotor,3,5.0,159.0,73.0,123.0,0.048845699877757,6.318977991947876,0.0,"Steel, Alloy",2.1780821917808217,0,355.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20186_f66e4ad3/assembly.json,True,Untitled,123,159,73,112,5,5,57.57639098154981,6.318977991947876,0.0077300000000000025,0.048845699877757096,ParametricDesignType,16,1,1532
23322_8f85d82d,medium_rotor,12,9.0,965.0,392.0,628.0,1.7192277867872012,1077.8204174173202,0.0,"Glass, Cast, Clear, Steel, Wood",2.461734693877551,0,1985.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23322_8f85d82d/assembly.json,True,Untitled,628,965,392,447,9,9,2634.750977166185,1077.8204174173202,0.0015950966960774646,1.7192277867872012,ParametricDesignType,0,0,411
23235_f9ccb8b0,complex_assembly,56,77.0,3925.0,1732.0,2627.0,10.645101483774042,1356.0638832833156,0.0,Steel,2.266166281755196,0,8284.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23235_f9ccb8b0/assembly.json,True,Untitled,2627,3925,1732,2332,77,77,6811.905200259269,1356.0638832833156,0.00785000000000001,10.645101483774042,ParametricDesignType,0,0,712
21528_a5d5490f,medium_rotor,19,18.0,332.0,151.0,232.0,0.4760753644000125,60.64654323567039,0.0,Steel,2.198675496688742,0,715.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21528_a5d5490f/assembly.json,True,Untitled,232,332,151,184,18,18,480.9929889362169,60.64654323567039,0.00785,0.4760753644000125,ParametricDesignType,1,0,582
23466_1cf60d09,medium_rotor,24,23.0,1118.0,581.0,772.0,0.5298009803854562,67.49057074973963,0.0,Steel,1.9242685025817556,0,2471.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23466_1cf60d09/assembly.json,True,Untitled,772,1118,581,820,23,23,461.81129175127217,67.49057074973963,0.007850000000000001,0.5298009803854562,ParametricDesignType,0,0,334
21467_67965037,symmetric_rotor,6,5.0,439.0,166.0,290.0,0.0739605398486794,8.732059014011739,0.0,Bronze,2.644578313253012,1,895.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21467_67965037/assembly.json,True,Untitled,290,439,166,183,5,5,58.31814060440285,8.732059014011739,0.00847,0.07396053984867942,ParametricDesignType,0,0,162
20165_2b088be5,high_complexity_rotor,8,10.0,3419.0,1455.0,3141.0,8.021406322798743,1021.8352003565278,0.0,"Steel, Mild",2.349828178694158,0,8015.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20165_2b088be5/assembly.json,True,Untitled,3141,3419,1455,4924,10,10,4840.834867402653,1021.8352003565278,0.00785,8.021406322798743,ParametricDesignType,6,3,1209
22581_406c16c4,complex_assembly,34,42.0,1577.0,677.0,1063.0,3.1195652901258373,397.3968522453297,0.0,Steel,2.3293943870014773,0,3317.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22581_406c16c4/assembly.json,True,Untitled,1063,1577,677,818,43,42,1247.3835496645838,397.3968522453297,0.007849999999999998,3.1195652901258373,ParametricDesignType,3,1,788
21781_5985da6d,simple_rotor,1,4.0,99.0,41.0,66.0,0.0322642715850992,4.110098291095439,0.0,Steel,2.4146341463414633,0,206.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21781_5985da6d/assembly.json,True,Untitled,66,99,41,41,4,4,58.295249201921436,4.110098291095439,0.007850000000000001,0.0322642715850992,ParametricDesignType,0,0,215
21267_35a558cc,simple_rotor,1,2.0,24.0,12.0,16.0,0.1961807417361014,24.99117729122311,0.0,Steel,2.0,0,52.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21267_35a558cc/assembly.json,True,Untitled,16,24,12,12,2,2,121.50300922581289,24.99117729122311,0.00785,0.1961807417361014,ParametricDesignType,12,0,4874
21849_a5f563a6,high_complexity_rotor,2,14.0,2025.0,703.0,1350.0,661.3177605374359,84244.30070540585,0.0,Steel,2.880512091038407,1,4078.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21849_a5f563a6/assembly.json,True,Untitled,1350,2025,703,797,14,14,96782.58204324142,84244.30070540585,0.00785,661.3177605374359,ParametricDesignType,0,0,410
20722_90d46353,medium_rotor,5,41.0,546.0,267.0,366.0,334.5749201098822,337064.9134078656,0.0,"Steel, Wood, Aluminum",2.044943820224719,0,1179.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20722_90d46353/assembly.json,True,Untitled,366,546,267,282,42,41,422949.8251910173,337064.9134078656,0.000992612718800042,334.5749201098822,ParametricDesignType,4,1,948
23213_3df3cb34,medium_rotor,1,12.0,652.0,288.0,392.0,7.437478874975864,947.449538213486,0.0,Steel,2.263888888888889,0,1332.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23213_3df3cb34/assembly.json,True,Untitled,392,652,288,292,12,12,2258.7515780889726,947.4495382134859,0.00785,7.437478874975864,ParametricDesignType,2,0,473
22073_951645ae,simple_rotor,5,5.0,134.0,95.0,108.0,3.267294020827449e-05,0.0041621579883152,0.0,Steel,1.4105263157894736,0,337.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22073_951645ae/assembly.json,True,Untitled,108,134,95,163,5,5,0.919420989097335,0.004162157988315223,0.007849999999999998,3.267294020827449e-05,ParametricDesignType,1,0,359
22341_0f9c52ed,medium_rotor,14,15.0,376.0,217.0,268.0,3.9663310480335903,505.26510166032995,0.0,"Steel, Mild, Steel, Carbon",1.7327188940092166,0,861.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22341_0f9c52ed/assembly.json,True,Untitled,268,376,217,329,15,15,1212.6943161564145,505.26510166032995,0.007850000000000001,3.9663310480335907,ParametricDesignType,1,0,261
22075_12b129d5,simple_rotor,1,4.0,90.0,37.0,53.0,0.0,0.0,0.0,Steel,2.4324324324324325,0,180.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22075_12b129d5/assembly.json,True,Untitled,53,90,37,37,4,4,7246.744703278969,0.0,,0.0,ParametricDesignType,2,0,606
22762_dcbdd14d,symmetric_rotor,1,2.0,541.0,208.0,345.0,7.54262960950821,960.8445362430842,0.0,Steel,2.6009615384615383,1,1094.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22762_dcbdd14d/assembly.json,True,Untitled,345,541,208,228,2,2,1141.6370934615043,960.8445362430842,0.00785,7.54262960950821,ParametricDesignType,1,0,1154
21722_68aeba65,complex_assembly,76,64.0,3358.0,1322.0,2296.0,10.164588788822863,1294.8520750092814,0.0,Steel,2.540090771558245,1,6976.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21722_68aeba65/assembly.json,True,Untitled,2296,3358,1322,1646,64,64,4506.16840207212,1294.8520750092814,0.007850000000000003,10.164588788822863,ParametricDesignType,6,1,1186
22133_465d7a91,simple_rotor,2,2.0,79.0,36.0,43.0,1.2721384939201688,162.0558590981107,0.0,Steel,2.1944444444444446,0,158.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22133_465d7a91/assembly.json,True,Untitled,43,79,36,50,2,2,614.4751347058083,162.0558590981107,0.00785,1.2721384939201688,ParametricDesignType,2,0,530
21592_c5e77a82,medium_rotor,2,48.0,755.0,377.0,504.0,109845.78741977295,13993093.938824566,0.0,Steel,2.0026525198938994,0,1636.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21592_c5e77a82/assembly.json,True,Untitled,504,755,377,409,48,48,90650735.58386092,13993093.938824566,0.00785000000000001,109845.78741977297,ParametricDesignType,5,1,908
21511_d07c59c2,high_complexity_rotor,8,7.0,1628.0,618.0,1046.0,0.2595249333035022,33.060501057771006,0.0,Steel,2.634304207119741,1,3292.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21511_d07c59c2/assembly.json,True,Untitled,1046,1628,618,708,7,7,346.40335919383676,33.060501057771006,0.007849999999999996,0.25952493330350224,ParametricDesignType,17,0,10579
21994_357aac6f,simple_rotor,15,7.0,146.0,87.0,112.0,11.49951555900979,1216.2237732090878,0.0,"Steel, Lead",1.6781609195402298,0,345.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21994_357aac6f/assembly.json,True,Untitled,112,146,87,137,7,7,2383.1248436558735,1216.2237732090878,0.009455098487893844,11.49951555900979,ParametricDesignType,0,0,349
20671_33532794,simple_rotor,2,3.0,62.0,32.0,44.0,0.0671944695473476,24.88684057309174,0.0,Aluminum,1.9375,0,138.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20671_33532794/assembly.json,True,Untitled,44,62,32,42,3,3,177.10083805958897,24.88684057309174,0.0026999999999999997,0.06719446954734769,ParametricDesignType,0,0,749
20697_d3e106b4,high_complexity_rotor,1,12.0,2019.0,795.0,1351.0,0.1590718753625037,20.263933167197933,0.0,Steel,2.539622641509434,1,4165.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20697_d3e106b4/assembly.json,True,Untitled,1351,2019,795,902,12,12,134.255626725764,20.263933167197933,0.00785,0.15907187536250378,ParametricDesignType,2,0,708
20241_ccb70dc8,simple_rotor,3,1.0,42.0,19.0,30.0,1.2222250770622862,155.69746204615112,0.0,"Steel, Mild",2.210526315789474,0,91.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20241_ccb70dc8/assembly.json,True,Untitled,30,42,19,27,1,1,238.59406561796223,155.69746204615112,0.00785,1.2222250770622862,ParametricDesignType,1,0,293
21557_53eafe15,complex_assembly,101,62.0,3314.0,1349.0,2303.0,7.52086795249605,958.072350636439,0.0,Steel,2.4566345441067456,0,6966.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21557_53eafe15/assembly.json,True,Untitled,2303,3314,1349,1730,62,62,3286.239864065018,958.072350636439,0.007850000000000005,7.52086795249605,ParametricDesignType,0,0,845
7778_3a9748b3,complex_assembly,27,167.0,2424.0,1333.0,1736.0,6.141148072246107,3288.7493546946394,0.0,"Titanium, Steel, ABS Plastic",1.8184546136534137,0,5493.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/7778_3a9748b3/assembly.json,True,Untitled,1736,2424,1333,1814,167,167,8654.306834534616,3288.7493546946394,0.0018673201907222611,6.141148072246107,ParametricDesignType,0,0,365
20488_589ac9c0,simple_rotor,1,4.0,97.0,41.0,62.0,581.7304354142548,74105.78795086048,0.0,"Steel, Mild",2.3658536585365852,0,200.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20488_589ac9c0/assembly.json,True,Untitled,62,97,41,41,4,4,34734.1430752721,74105.78795086048,0.00785,581.7304354142548,ParametricDesignType,0,0,618
23374_57cca189,medium_rotor,2,4.0,379.0,164.0,236.0,16.775766077010662,2799.583045922163,0.0,"Aluminum, Anodized Red, Aluminum, Aluminum, Anodized Blue",2.3109756097560976,0,779.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23374_57cca189/assembly.json,True,Untitled,236,379,164,197,4,4,2083.605098218891,2799.583045922163,0.005992237344573875,16.775766077010662,ParametricDesignType,0,2,2199
22129_48b47c52,simple_rotor,1,1.0,149.0,41.0,94.0,0.4579158655614143,58.33323128170884,0.0,Steel,3.6341463414634143,1,284.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22129_48b47c52/assembly.json,True,Untitled,94,149,41,53,1,1,811.7172043037526,58.33323128170884,0.00785,0.45791586556141434,ParametricDesignType,0,0,383
20176_a02bde39,medium_rotor,40,38.0,628.0,288.0,424.0,173.66378748102298,304535.85350286635,0.0,Wood,2.1805555555555554,0,1340.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20176_a02bde39/assembly.json,True,Untitled,424,628,288,310,38,38,1507697.3957822565,304535.85350286635,0.0005702572799999999,173.66378748102298,ParametricDesignType,0,0,709
19596_fb9531a5,high_complexity_rotor,5,25.0,1501.0,588.0,1027.0,2.5743526414847553,810.8631646870265,0.0,"Steel, Mild, Glass, ABS Plastic",2.552721088435374,1,3116.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/19596_fb9531a5/assembly.json,True,Untitled,1027,1501,588,791,25,25,5902.321964701451,810.8631646870265,0.0031748299264258636,2.5743526414847553,ParametricDesignType,10,4,1413
20438_5f344b00,simple_rotor,1,6.0,127.0,49.0,93.0,0.4205209467282519,329.5108234222386,0.0,"Steel, Mild, Rubber, Nitrile, ABS Plastic",2.5918367346938775,1,269.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20438_5f344b00/assembly.json,True,Untitled,93,127,49,53,7,6,1365.1243991365309,329.5108234222386,0.0012761976749679994,0.4205209467282519,ParametricDesignType,0,0,413
23419_ea47995f,complex_assembly,30,34.0,1881.0,750.0,1283.0,0.5552682172875236,70.73480475000304,0.0,Steel,2.508,1,3914.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23419_ea47995f/assembly.json,True,Untitled,1283,1881,750,924,35,34,710.0794395740809,70.73480475000304,0.007849999999999998,0.5552682172875236,ParametricDesignType,1,0,679
22035_101c7ab4,medium_rotor,6,14.0,1158.0,474.0,737.0,0.3888430715072253,172.5774914380804,0.0,"Steel, Rubber, Natural",2.4430379746835444,0,2369.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22035_101c7ab4/assembly.json,True,Untitled,737,1158,474,512,14,14,582.168229871399,172.57749143808041,0.002253150560174526,0.38884307150722536,ParametricDesignType,0,0,616
20989_a261efa3,simple_rotor,2,1.0,114.0,40.0,83.0,0.0072932941994583,0.9290820636252728,0.0,"Steel, Mild",2.85,1,237.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20989_a261efa3/assembly.json,True,Untitled,83,114,40,47,1,1,18.469840406166895,0.9290820636252727,0.00785,0.0072932941994583896,ParametricDesignType,4,0,802
23127_38d73061,symmetric_rotor,9,8.0,655.0,239.0,432.0,113.0164322816556,14396.997742886062,0.0,Steel,2.7405857740585775,1,1326.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23127_38d73061/assembly.json,True,Untitled,432,655,239,271,8,8,16602.3041508795,14396.997742886062,0.007850000000000001,113.0164322816556,ParametricDesignType,2,0,1021
23354_8182b4eb,medium_rotor,1,12.0,280.0,145.0,149.0,909.891595341836,115909.75736838674,0.0,Steel,1.9310344827586208,0,574.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23354_8182b4eb/assembly.json,True,Untitled,149,280,145,145,12,12,95442.6604003018,115909.75736838674,0.00785,909.8915953418359,ParametricDesignType,4,1,574
21685_93737a7a,high_complexity_rotor,1,42.0,5028.0,1936.0,3195.0,2776.345572085728,2776345.572085729,0.0,Generic,2.597107438016529,1,10159.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21685_93737a7a/assembly.json,True,Untitled,3195,5028,1936,2083,42,42,686470.1433596015,2776345.572085729,0.0009999999999999996,2776.345572085728,ParametricDesignType,2,0,799
21989_a0b5037d,medium_rotor,2,128.0,541.0,243.0,321.0,563.9599934273842,71842.0373792841,0.0,Steel,2.2263374485596708,0,1105.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21989_a0b5037d/assembly.json,True,Untitled,321,541,243,244,128,128,43507.10208242123,71842.0373792841,0.007850000000000057,563.9599934273842,ParametricDesignType,0,0,584
22027_11a2e852,high_complexity_rotor,1,12.0,2929.0,1125.0,1984.0,0.07863885250037,78.63885250037006,0.0,Generic,2.6035555555555554,1,6038.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22027_11a2e852/assembly.json,True,Untitled,1984,2929,1125,1343,12,12,841.893698647236,78.63885250037006,0.0010000000000000002,0.07863885250037007,ParametricDesignType,2,0,612
21184_971559b6,simple_rotor,13,12.0,82.0,58.0,68.0,0.5323177755311926,67.81118159633027,0.0,Steel,1.4137931034482758,0,208.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21184_971559b6/assembly.json,True,Untitled,68,82,58,106,12,12,283.63738995799747,67.81118159633027,0.00785,0.5323177755311926,ParametricDesignType,0,0,187
20547_ec8cfd0d,simple_rotor,1,3.0,0.0,3.0,0.0,0.0986460093227195,12.566370614359172,0.0,Steel,0.0,0,3.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20547_ec8cfd0d/assembly.json,True,Untitled,0,0,3,0,3,3,37.69911184307752,12.566370614359172,0.00785,0.0986460093227195,ParametricDesignType,0,0,412
20479_77930584,simple_rotor,1,2.0,24.0,12.0,16.0,10.627237362778,1353.78819908,0.0,"Steel, Mild",2.0,0,52.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20479_77930584/assembly.json,True,Untitled,16,24,12,12,2,2,769.28059816,1353.78819908,0.00785,10.627237362777999,ParametricDesignType,0,0,402
22589_2c8f7c0b,simple_rotor,1,9.0,186.0,88.0,118.0,0.0449045062506188,5.720319267594757,0.0,Steel,2.113636363636364,0,392.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22589_2c8f7c0b/assembly.json,True,Untitled,118,186,88,90,9,9,59.6872266417199,5.720319267594757,0.00785,0.04490450625061884,ParametricDesignType,0,0,190
20741_c337946f,simple_rotor,1,2.0,121.0,55.0,68.0,0.0002940626337385,0.0374602081195578,0.0,Steel,2.2,0,244.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20741_c337946f/assembly.json,True,Untitled,68,121,55,55,2,2,0.9844126106397455,0.037460208119557845,0.007850000000000001,0.0002940626337385291,ParametricDesignType,1,0,749
20237_06b27bf5,symmetric_rotor,1,3.0,1273.0,481.0,843.0,0.5700932682660844,72.62334627593432,0.0,"Steel, Mild",2.6465696465696467,1,2597.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20237_06b27bf5/assembly.json,True,Untitled,843,1273,481,640,3,3,233.8723330880187,72.62334627593432,0.00785,0.5700932682660844,ParametricDesignType,5,1,1053
20431_0088a0dd,medium_rotor,3,8.0,326.0,167.0,230.0,0.4975675925462645,184.18018501934753,0.0,"Steel, Mild, ABS Plastic, Aluminum, Anodized Blue",1.9520958083832336,0,723.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20431_0088a0dd/assembly.json,True,Untitled,230,326,167,228,8,8,670.4987494083915,184.18018501934753,0.002701526184773876,0.49756759254626454,ParametricDesignType,1,1,598
22417_4a15d62e,high_complexity_rotor,3,15.0,1902.0,730.0,1222.0,0.0167313612506567,2.131383598809779,0.0,"Steel, Mild",2.6054794520547944,1,3854.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22417_4a15d62e/assembly.json,True,Untitled,1222,1902,730,770,15,15,41.060130203196394,2.131383598809779,0.007850000000000001,0.01673136125065677,ParametricDesignType,3,1,1021
20672_0bc07cce,simple_rotor,1,2.0,15.0,10.0,11.0,8.264132073718075,1052.7556781806466,0.0,Steel,1.5,0,36.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20672_0bc07cce/assembly.json,True,Untitled,11,15,10,12,2,2,925.9263117046397,1052.7556781806466,0.00785,8.264132073718075,ParametricDesignType,2,0,424
21616_c6c3347a,simple_rotor,1,2.0,46.0,34.0,36.0,2.3399375482491065,298.0812163374658,0.0,Steel,1.3529411764705883,0,116.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21616_c6c3347a/assembly.json,True,Untitled,36,46,34,55,2,2,763.2397737281507,298.0812163374658,0.007850000000000001,2.3399375482491065,ParametricDesignType,6,2,505
22576_d05619d1,high_complexity_rotor,1,1.0,1605.0,507.0,953.0,0.2960695904806787,279.31093441573466,0.0,"ABS Plastic, Steel, Silver",3.165680473372781,1,3065.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22576_d05619d1/assembly.json,True,Untitled,953,1605,507,522,1,1,1871.187026922905,279.31093441573466,0.00106,0.2960695904806787,ParametricDesignType,3,0,802
20946_6573271d,simple_rotor,1,1.0,62.0,16.0,48.0,0.061785147822823,7.870719467875544,0.0,Steel,3.875,1,126.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20946_6573271d/assembly.json,True,Untitled,48,62,16,16,1,1,162.0880384431644,7.870719467875544,0.00785,0.06178514782282302,ParametricDesignType,7,0,1397
22483_f4e4b62a,complex_assembly,37,177.0,4288.0,2348.0,2940.0,7.258219328073821,3179.701090792395,0.0,"Wood, Steel, Rubber, Natural",1.8262350936967633,0,9576.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22483_f4e4b62a/assembly.json,True,Untitled,2940,4288,2348,3186,177,177,9204.83851608414,3179.701090792395,0.0022826734717586433,7.258219328073821,ParametricDesignType,7,2,610
20467_f1fcc009,simple_rotor,1,6.0,104.0,44.0,68.0,0.0,13.72406088492881,0.0,"Steel, Mild, Acetal Resin, Black, Magnesium",2.363636363636364,0,216.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20467_f1fcc009/assembly.json,True,Untitled,68,104,44,44,6,6,644.3303650130017,13.72406088492881,1.4132166890967644e+39,1.9395071884761507e+40,ParametricDesignType,0,0,498
20279_aed6b3b3,high_complexity_rotor,14,23.0,4556.0,1718.0,2981.0,0.6896523942386898,167.21814574400832,0.0,"Steel, Mild, Acetal Resin, Black, Aluminum",2.6519208381839348,1,9255.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20279_aed6b3b3/assembly.json,True,Untitled,2981,4556,1718,2153,23,23,1096.9798629730192,167.21814574400832,0.0041242676814181875,0.6896523942386898,ParametricDesignType,6,1,639
22058_71feafda,simple_rotor,1,5.0,98.0,43.0,60.0,0.0,0.0,0.0,Steel,2.2790697674418605,0,201.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22058_71feafda/assembly.json,True,Untitled,60,98,43,43,5,5,1639.848227183966,0.0,,0.0,ParametricDesignType,0,0,403
23413_6702ec7f,medium_rotor,3,16.0,635.0,283.0,407.0,0.5793314376654063,163.615692366238,0.0,"Steel, Plastic",2.243816254416961,0,1325.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23413_6702ec7f/assembly.json,True,Untitled,407,635,283,299,32,16,2143.724071032642,163.615692366238,0.0035408060760371844,0.5793314376654063,ParametricDesignType,1,0,502
21093_1bda9bbe,high_complexity_rotor,1,27.0,3004.0,1315.0,1707.0,1.5668704666666666,199.60133333333337,0.0,"Steel, Mild, Aluminum, Anodized Blue",2.284410646387833,0,6026.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21093_1bda9bbe/assembly.json,True,Untitled,1707,3004,1315,1315,27,27,1079.423221167683,199.60133333333334,0.00785,1.5668704666666666,ParametricDesignType,1,0,412
20544_43691724,high_complexity_rotor,5,161.0,17777.0,10037.0,17226.0,4.7870163970113,1550.922210191181,0.0,"Steel, Mild, Aluminum 6061, Nylon 6",1.7711467569991033,0,45040.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20544_43691724/assembly.json,True,Untitled,17226,17777,10037,33451,161,161,18578.129871764468,1550.922210191181,0.003086561250819413,4.7870163970113,ParametricDesignType,8,3,1828
22764_b884dce6,high_complexity_rotor,1,3.0,3543.0,1419.0,2160.0,97.30246653747082,9573.873386645588,0.0,"Gold, Aluminum, Brass",2.496828752642706,0,7122.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22764_b884dce6/assembly.json,True,Untitled,2160,3543,1419,1449,3,3,5321.657995977864,9573.873386645588,0.010163333335199122,97.30246653747082,ParametricDesignType,0,0,997
21069_508a9947,complex_assembly,60,199.0,3309.0,1783.0,2410.0,5.709204628572951,720.5138288165224,0.0,"Steel, Silver",1.8558609085810431,0,7502.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21069_508a9947/assembly.json,True,Untitled,2410,3309,1783,2419,199,199,2510.614430158267,720.5138288165224,0.007923796046983006,5.709204628572951,ParametricDesignType,4,0,7340
20959_d4905d19,high_complexity_rotor,12,45.0,3551.0,1249.0,2408.0,0.0429343309388794,27.469488935590455,0.0,"Stainless Steel, ABS Plastic, Aluminum",2.8430744595676543,1,7208.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20959_d4905d19/assembly.json,True,Untitled,2408,3551,1249,1306,45,45,397.0161452338493,27.469488935590455,0.0015629825163311366,0.04293433093887948,ParametricDesignType,15,3,1731
20421_83f66ddc,medium_rotor,7,9.0,268.0,134.0,169.0,0.5607741219052677,8220.199086669496,0.0,"Steel, Mild, Generic",2.0,0,571.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20421_83f66ddc/assembly.json,True,Untitled,169,268,134,166,9,9,21953.666269875725,8220.199086669496,6.821904384465114e-05,0.5607741219052677,ParametricDesignType,24,6,3244
22472_f65d3470,simple_rotor,1,13.0,64.0,28.0,46.0,1.2095739961076644,154.08585937677253,0.0,Steel,2.2857142857142856,0,138.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22472_f65d3470/assembly.json,True,Untitled,46,64,28,28,13,13,4155.51243753299,154.08585937677253,0.00785,1.2095739961076644,ParametricDesignType,0,0,489
20260_4a01a99d,high_complexity_rotor,11,36.0,4221.0,1936.0,2429.0,0.0001835811386072,3059.685643454833,0.0,"Steel, Mild",2.1802685950413223,0,8586.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20260_4a01a99d/assembly.json,True,Untitled,2429,4221,1936,2022,36,36,7257.197651968284,3059.685643454833,5.999999999999998e-08,0.00018358113860728991,ParametricDesignType,3,3,725
23309_76dcf100,high_complexity_rotor,10,10.0,2709.0,960.0,1791.0,0.1552988651077246,19.78329491818149,0.0,Steel,2.821875,1,5460.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23309_76dcf100/assembly.json,True,Untitled,1791,2709,960,1000,10,10,186.29695080883226,19.78329491818149,0.00785,0.15529886510772467,ParametricDesignType,0,0,388
21790_aaf9224a,medium_rotor,7,30.0,765.0,360.0,410.0,104.4442013591903,13304.993803718517,0.0,Steel,2.125,0,1535.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21790_aaf9224a/assembly.json,True,Untitled,410,765,360,365,30,30,20891.56453175832,13304.993803718517,0.007849999999999996,104.4442013591903,ParametricDesignType,8,1,1357
23152_6f2706c9,medium_rotor,1,19.0,284.0,179.0,198.0,0.2649358174198657,33.74978565858163,0.0,Steel,1.5865921787709498,0,661.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23152_6f2706c9/assembly.json,True,Untitled,198,284,179,236,19,19,408.11740526580235,33.74978565858163,0.007849999999999998,0.2649358174198657,ParametricDesignType,0,0,440
21257_770fee9a,simple_rotor,1,1.0,4.0,1.0,4.0,0.0,0.0,0.0,Steel,4.0,1,9.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21257_770fee9a/assembly.json,True,Untitled,4,4,1,1,1,1,29581.22927759239,0.0,,0.0,ParametricDesignType,1,0,745
22306_c3dca308,complex_assembly,25,48.0,3337.0,1273.0,2234.0,12.662865208298244,1631.8716104326372,0.0,"Steel, Aluminum",2.621366849960723,1,6844.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22306_c3dca308/assembly.json,True,Untitled,2234,3337,1273,1520,48,48,6755.101547188364,1631.8716104326372,0.007759719041218629,12.662865208298244,ParametricDesignType,0,0,523
20628_e0551f7c,medium_rotor,2,17.0,631.0,313.0,455.0,0.0423853934047482,5.399413172579389,0.0,"Steel, Mild",2.015974440894569,0,1399.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20628_e0551f7c/assembly.json,True,Untitled,455,631,313,464,17,17,55.75945423847266,5.399413172579389,0.00785,0.0423853934047482,ParametricDesignType,1,0,310
