Subject,Predicate,Object
21035_d308c5c4,hasVolumeCategory,LargeVolume
21859_35124f79,rdf:type,ComplexAssembly
21859_35124f79,hasMaterial,Steel
21859_35124f79,belongsToFamily,complex_assembly
21859_35124f79,hasComplexityLevel,High
21859_35124f79,hasTopology,Dense
21859_35124f79,hasStructure,Asymmetric
21859_35124f79,hasMassCategory,HeavyWeight
21859_35124f79,hasVolumeCategory,LargeVolume
22421_19401bdd,rdf:type,HighComplexityRotor
22421_19401bdd,hasMaterial,Steel
22421_19401bdd,belongsToFamily,high_complexity_rotor
22421_19401bdd,hasComplexityLevel,High
22421_19401bdd,hasTopology,Dense
22421_19401bdd,hasStructure,Symmetric
22421_19401bdd,hasMassCategory,LightWeight
22421_19401bdd,hasVolumeCategory,SmallVolume
22787_49022c32,rdf:type,ComplexAssembly
22787_49022c32,hasMaterial,Steel
22787_49022c32,belongsToFamily,complex_assembly
22787_49022c32,hasComplexityLevel,High
22787_49022c32,hasTopology,Dense
22787_49022c32,hasStructure,Asymmetric
22787_49022c32,hasMassCategory,MediumWeight
22787_49022c32,hasVolumeCategory,MediumVolume
23103_66470b7e,rdf:type,SimpleRotor
23103_66470b7e,hasMaterial,Steel
23103_66470b7e,belongsToFamily,simple_rotor
23103_66470b7e,hasComplexityLevel,Low
23103_66470b7e,hasTopology,Sparse
23103_66470b7e,hasStructure,Asymmetric
23103_66470b7e,hasMassCategory,LightWeight
23103_66470b7e,hasVolumeCategory,SmallVolume
20505_017d4cc4,rdf:type,MediumRotor
20505_017d4cc4,hasMaterial,Steel
20505_017d4cc4,belongsToFamily,medium_rotor
20505_017d4cc4,hasComplexityLevel,Medium
20505_017d4cc4,hasTopology,Moderate
20505_017d4cc4,hasStructure,Asymmetric
20505_017d4cc4,hasMassCategory,LightWeight
20505_017d4cc4,hasVolumeCategory,SmallVolume
23044_9a964a68,rdf:type,MediumRotor
23044_9a964a68,hasMaterial,Steel
23044_9a964a68,belongsToFamily,medium_rotor
23044_9a964a68,hasComplexityLevel,Medium
23044_9a964a68,hasTopology,Moderate
23044_9a964a68,hasStructure,Asymmetric
23044_9a964a68,hasMassCategory,MediumWeight
23044_9a964a68,hasVolumeCategory,MediumVolume
20682_e208cc63,rdf:type,SymmetricRotor
20682_e208cc63,hasMaterial,Steel
20682_e208cc63,belongsToFamily,symmetric_rotor
20682_e208cc63,hasComplexityLevel,Medium
20682_e208cc63,hasTopology,Moderate
20682_e208cc63,hasStructure,Symmetric
20682_e208cc63,hasMassCategory,MediumWeight
20682_e208cc63,hasVolumeCategory,MediumVolume
21976_807c9b26,rdf:type,SimpleRotor
21976_807c9b26,hasMaterial,Steel
21976_807c9b26,belongsToFamily,simple_rotor
21976_807c9b26,hasComplexityLevel,Low
21976_807c9b26,hasTopology,Sparse
21976_807c9b26,hasStructure,Asymmetric
21976_807c9b26,hasMassCategory,MediumWeight
21976_807c9b26,hasVolumeCategory,MediumVolume
21865_c190b734,rdf:type,SimpleRotor
21865_c190b734,hasMaterial,Steel
21865_c190b734,belongsToFamily,simple_rotor
21865_c190b734,hasComplexityLevel,Low
21865_c190b734,hasTopology,Sparse
21865_c190b734,hasStructure,Asymmetric
21865_c190b734,hasMassCategory,HeavyWeight
21865_c190b734,hasVolumeCategory,LargeVolume
20426_79358492,rdf:type,SimpleRotor
20426_79358492,hasMaterial,Steel
20426_79358492,belongsToFamily,simple_rotor
20426_79358492,hasComplexityLevel,Low
20426_79358492,hasTopology,Sparse
20426_79358492,hasStructure,Asymmetric
20426_79358492,hasMassCategory,LightWeight
20426_79358492,hasVolumeCategory,SmallVolume
22076_20e8a107,rdf:type,HighComplexityRotor
22076_20e8a107,hasMaterial,Steel
22076_20e8a107,belongsToFamily,high_complexity_rotor
22076_20e8a107,hasComplexityLevel,High
22076_20e8a107,hasTopology,Dense
22076_20e8a107,hasStructure,Asymmetric
22076_20e8a107,hasMassCategory,MediumWeight
22076_20e8a107,hasVolumeCategory,MediumVolume
23217_7c6062e3,rdf:type,HighComplexityRotor
23217_7c6062e3,hasMaterial,Steel
23217_7c6062e3,belongsToFamily,high_complexity_rotor
23217_7c6062e3,hasComplexityLevel,High
23217_7c6062e3,hasTopology,Dense
23217_7c6062e3,hasStructure,Symmetric
23217_7c6062e3,hasMassCategory,HeavyWeight
23217_7c6062e3,hasVolumeCategory,LargeVolume
23408_e5fd25ba,rdf:type,SimpleRotor
23408_e5fd25ba,hasMaterial,Steel
23408_e5fd25ba,belongsToFamily,simple_rotor
23408_e5fd25ba,hasComplexityLevel,Low
23408_e5fd25ba,hasTopology,Sparse
23408_e5fd25ba,hasStructure,Asymmetric
23408_e5fd25ba,hasMassCategory,MediumWeight
23408_e5fd25ba,hasVolumeCategory,MediumVolume
22443_fa24c6f9,rdf:type,MediumRotor
22443_fa24c6f9,hasMaterial,Steel
22443_fa24c6f9,belongsToFamily,medium_rotor
22443_fa24c6f9,hasComplexityLevel,Medium
22443_fa24c6f9,hasTopology,Moderate
22443_fa24c6f9,hasStructure,Asymmetric
22443_fa24c6f9,hasMassCategory,HeavyWeight
22443_fa24c6f9,hasVolumeCategory,LargeVolume
21706_adfb2ece,rdf:type,MediumRotor
21706_adfb2ece,hasMaterial,Steel
21706_adfb2ece,belongsToFamily,medium_rotor
21706_adfb2ece,hasComplexityLevel,Medium
21706_adfb2ece,hasTopology,Moderate
21706_adfb2ece,hasStructure,Asymmetric
21706_adfb2ece,hasMassCategory,MediumWeight
21706_adfb2ece,hasVolumeCategory,MediumVolume
23265_07de6a0b,rdf:type,SimpleRotor
23265_07de6a0b,hasMaterial,Steel
23265_07de6a0b,belongsToFamily,simple_rotor
23265_07de6a0b,hasComplexityLevel,Low
23265_07de6a0b,hasTopology,Sparse
23265_07de6a0b,hasStructure,Asymmetric
23265_07de6a0b,hasMassCategory,LightWeight
23265_07de6a0b,hasVolumeCategory,SmallVolume
21745_56cbe841,rdf:type,MediumRotor
21745_56cbe841,hasMaterial,Steel
21745_56cbe841,belongsToFamily,medium_rotor
21745_56cbe841,hasComplexityLevel,Medium
21745_56cbe841,hasTopology,Moderate
21745_56cbe841,hasStructure,Asymmetric
21745_56cbe841,hasMassCategory,LightWeight
21745_56cbe841,hasVolumeCategory,MediumVolume
20466_4b3e5186,rdf:type,SimpleRotor
20466_4b3e5186,hasMaterial,Steel
20466_4b3e5186,belongsToFamily,simple_rotor
20466_4b3e5186,hasComplexityLevel,Low
20466_4b3e5186,hasTopology,Sparse
20466_4b3e5186,hasStructure,Asymmetric
20466_4b3e5186,hasMassCategory,LightWeight
20466_4b3e5186,hasVolumeCategory,SmallVolume
21695_1f33863f,rdf:type,MediumRotor
21695_1f33863f,hasMaterial,Steel
21695_1f33863f,belongsToFamily,medium_rotor
21695_1f33863f,hasComplexityLevel,Medium
21695_1f33863f,hasTopology,Sparse
21695_1f33863f,hasStructure,Asymmetric
21695_1f33863f,hasMassCategory,LightWeight
21695_1f33863f,hasVolumeCategory,SmallVolume
19518_f220b68a,rdf:type,SimpleRotor
19518_f220b68a,hasMaterial,OtherEngineeringMaterial
19518_f220b68a,belongsToFamily,simple_rotor
19518_f220b68a,hasComplexityLevel,Low
19518_f220b68a,hasTopology,Sparse
19518_f220b68a,hasStructure,Asymmetric
19518_f220b68a,hasMassCategory,MediumWeight
19518_f220b68a,hasVolumeCategory,MediumVolume
22313_3a8b93dc,rdf:type,MediumRotor
22313_3a8b93dc,hasMaterial,Steel
22313_3a8b93dc,belongsToFamily,medium_rotor
22313_3a8b93dc,hasComplexityLevel,Medium
22313_3a8b93dc,hasTopology,Moderate
22313_3a8b93dc,hasStructure,Asymmetric
22313_3a8b93dc,hasMassCategory,HeavyWeight
22313_3a8b93dc,hasVolumeCategory,LargeVolume
22251_88fd728c,rdf:type,MediumRotor
22251_88fd728c,hasMaterial,Steel
22251_88fd728c,belongsToFamily,medium_rotor
22251_88fd728c,hasComplexityLevel,Medium
22251_88fd728c,hasTopology,Moderate
22251_88fd728c,hasStructure,Asymmetric
22251_88fd728c,hasMassCategory,HeavyWeight
22251_88fd728c,hasVolumeCategory,LargeVolume
21613_d57e983a,rdf:type,SimpleRotor
21613_d57e983a,hasMaterial,Steel
21613_d57e983a,belongsToFamily,simple_rotor
21613_d57e983a,hasComplexityLevel,Low
21613_d57e983a,hasTopology,Sparse
21613_d57e983a,hasStructure,Asymmetric
21613_d57e983a,hasMassCategory,MediumWeight
21613_d57e983a,hasVolumeCategory,MediumVolume
22067_624b28e3,rdf:type,SimpleRotor
22067_624b28e3,hasMaterial,Steel
22067_624b28e3,belongsToFamily,simple_rotor
22067_624b28e3,hasComplexityLevel,Low
22067_624b28e3,hasTopology,Sparse
22067_624b28e3,hasStructure,Asymmetric
22067_624b28e3,hasMassCategory,LightWeight
22067_624b28e3,hasVolumeCategory,SmallVolume
21005_9feee615,rdf:type,HighComplexityRotor
21005_9feee615,hasMaterial,OtherEngineeringMaterial
21005_9feee615,belongsToFamily,high_complexity_rotor
21005_9feee615,hasComplexityLevel,High
21005_9feee615,hasTopology,Dense
21005_9feee615,hasStructure,Asymmetric
21005_9feee615,hasMassCategory,HeavyWeight
21005_9feee615,hasVolumeCategory,LargeVolume
23250_aa321310,rdf:type,SimpleRotor
23250_aa321310,hasMaterial,OtherEngineeringMaterial
23250_aa321310,belongsToFamily,simple_rotor
23250_aa321310,hasComplexityLevel,Low
23250_aa321310,hasTopology,Sparse
23250_aa321310,hasStructure,Asymmetric
23250_aa321310,hasMassCategory,LightWeight
23250_aa321310,hasVolumeCategory,SmallVolume
23155_d7305c5f,rdf:type,HighComplexityRotor
23155_d7305c5f,hasMaterial,Steel
23155_d7305c5f,belongsToFamily,high_complexity_rotor
23155_d7305c5f,hasComplexityLevel,High
23155_d7305c5f,hasTopology,Dense
23155_d7305c5f,hasStructure,Symmetric
23155_d7305c5f,hasMassCategory,MediumWeight
23155_d7305c5f,hasVolumeCategory,MediumVolume
22749_346e10ae,rdf:type,SimpleRotor
22749_346e10ae,hasMaterial,Steel
22749_346e10ae,belongsToFamily,simple_rotor
22749_346e10ae,hasComplexityLevel,Low
22749_346e10ae,hasTopology,Sparse
22749_346e10ae,hasStructure,Asymmetric
22749_346e10ae,hasMassCategory,LightWeight
22749_346e10ae,hasVolumeCategory,SmallVolume
20818_098cad7c,rdf:type,HighComplexityRotor
20818_098cad7c,hasMaterial,Steel
20818_098cad7c,belongsToFamily,high_complexity_rotor
20818_098cad7c,hasComplexityLevel,High
20818_098cad7c,hasTopology,Dense
20818_098cad7c,hasStructure,Symmetric
20818_098cad7c,hasMassCategory,LightWeight
20818_098cad7c,hasVolumeCategory,MediumVolume
7780_6c885e81,rdf:type,SymmetricRotor
7780_6c885e81,hasMaterial,Steel
7780_6c885e81,belongsToFamily,symmetric_rotor
7780_6c885e81,hasComplexityLevel,Medium
7780_6c885e81,hasTopology,Moderate
7780_6c885e81,hasStructure,Symmetric
7780_6c885e81,hasMassCategory,LightWeight
7780_6c885e81,hasVolumeCategory,SmallVolume
21581_8f948e0b,rdf:type,SimpleRotor
21581_8f948e0b,hasMaterial,Steel
21581_8f948e0b,belongsToFamily,simple_rotor
21581_8f948e0b,hasComplexityLevel,Low
21581_8f948e0b,hasTopology,Sparse
21581_8f948e0b,hasStructure,Asymmetric
21581_8f948e0b,hasMassCategory,MediumWeight
21581_8f948e0b,hasVolumeCategory,MediumVolume
20186_f66e4ad3,rdf:type,SimpleRotor
20186_f66e4ad3,hasMaterial,Steel
20186_f66e4ad3,belongsToFamily,simple_rotor
20186_f66e4ad3,hasComplexityLevel,Low
20186_f66e4ad3,hasTopology,Sparse
20186_f66e4ad3,hasStructure,Asymmetric
20186_f66e4ad3,hasMassCategory,LightWeight
20186_f66e4ad3,hasVolumeCategory,SmallVolume
23322_8f85d82d,rdf:type,MediumRotor
23322_8f85d82d,hasMaterial,Steel
23322_8f85d82d,belongsToFamily,medium_rotor
23322_8f85d82d,hasComplexityLevel,Medium
23322_8f85d82d,hasTopology,Moderate
23322_8f85d82d,hasStructure,Asymmetric
23322_8f85d82d,hasMassCategory,MediumWeight
23322_8f85d82d,hasVolumeCategory,MediumVolume
23235_f9ccb8b0,rdf:type,ComplexAssembly
23235_f9ccb8b0,hasMaterial,Steel
23235_f9ccb8b0,belongsToFamily,complex_assembly
23235_f9ccb8b0,hasComplexityLevel,High
23235_f9ccb8b0,hasTopology,Dense
23235_f9ccb8b0,hasStructure,Asymmetric
23235_f9ccb8b0,hasMassCategory,MediumWeight
23235_f9ccb8b0,hasVolumeCategory,MediumVolume
21528_a5d5490f,rdf:type,MediumRotor
21528_a5d5490f,hasMaterial,Steel
21528_a5d5490f,belongsToFamily,medium_rotor
21528_a5d5490f,hasComplexityLevel,Medium
21528_a5d5490f,hasTopology,Moderate
21528_a5d5490f,hasStructure,Asymmetric
21528_a5d5490f,hasMassCategory,LightWeight
21528_a5d5490f,hasVolumeCategory,SmallVolume
23466_1cf60d09,rdf:type,MediumRotor
23466_1cf60d09,hasMaterial,Steel
23466_1cf60d09,belongsToFamily,medium_rotor
23466_1cf60d09,hasComplexityLevel,Medium
23466_1cf60d09,hasTopology,Moderate
23466_1cf60d09,hasStructure,Asymmetric
23466_1cf60d09,hasMassCategory,LightWeight
23466_1cf60d09,hasVolumeCategory,SmallVolume
21467_67965037,rdf:type,SymmetricRotor
21467_67965037,hasMaterial,OtherEngineeringMaterial
21467_67965037,belongsToFamily,symmetric_rotor
21467_67965037,hasComplexityLevel,Medium
21467_67965037,hasTopology,Moderate
21467_67965037,hasStructure,Symmetric
21467_67965037,hasMassCategory,LightWeight
21467_67965037,hasVolumeCategory,SmallVolume
20165_2b088be5,rdf:type,HighComplexityRotor
20165_2b088be5,hasMaterial,Steel
20165_2b088be5,belongsToFamily,high_complexity_rotor
20165_2b088be5,hasComplexityLevel,High
20165_2b088be5,hasTopology,Dense
20165_2b088be5,hasStructure,Asymmetric
20165_2b088be5,hasMassCategory,MediumWeight
20165_2b088be5,hasVolumeCategory,MediumVolume
22581_406c16c4,rdf:type,ComplexAssembly
22581_406c16c4,hasMaterial,Steel
22581_406c16c4,belongsToFamily,complex_assembly
22581_406c16c4,hasComplexityLevel,High
22581_406c16c4,hasTopology,Dense
22581_406c16c4,hasStructure,Asymmetric
22581_406c16c4,hasMassCategory,MediumWeight
22581_406c16c4,hasVolumeCategory,MediumVolume
21781_5985da6d,rdf:type,SimpleRotor
21781_5985da6d,hasMaterial,Steel
21781_5985da6d,belongsToFamily,simple_rotor
21781_5985da6d,hasComplexityLevel,Low
21781_5985da6d,hasTopology,Sparse
21781_5985da6d,hasStructure,Asymmetric
21781_5985da6d,hasMassCategory,LightWeight
21781_5985da6d,hasVolumeCategory,SmallVolume
21267_35a558cc,rdf:type,SimpleRotor
21267_35a558cc,hasMaterial,Steel
21267_35a558cc,belongsToFamily,simple_rotor
21267_35a558cc,hasComplexityLevel,Low
21267_35a558cc,hasTopology,Sparse
21267_35a558cc,hasStructure,Asymmetric
21267_35a558cc,hasMassCategory,LightWeight
21267_35a558cc,hasVolumeCategory,SmallVolume
21849_a5f563a6,rdf:type,HighComplexityRotor
21849_a5f563a6,hasMaterial,Steel
21849_a5f563a6,belongsToFamily,high_complexity_rotor
21849_a5f563a6,hasComplexityLevel,High
21849_a5f563a6,hasTopology,Dense
21849_a5f563a6,hasStructure,Symmetric
21849_a5f563a6,hasMassCategory,HeavyWeight
21849_a5f563a6,hasVolumeCategory,LargeVolume
20722_90d46353,rdf:type,MediumRotor
20722_90d46353,hasMaterial,Steel
20722_90d46353,belongsToFamily,medium_rotor
20722_90d46353,hasComplexityLevel,Medium
20722_90d46353,hasTopology,Moderate
20722_90d46353,hasStructure,Asymmetric
20722_90d46353,hasMassCategory,HeavyWeight
20722_90d46353,hasVolumeCategory,LargeVolume
23213_3df3cb34,rdf:type,MediumRotor
23213_3df3cb34,hasMaterial,Steel
23213_3df3cb34,belongsToFamily,medium_rotor
23213_3df3cb34,hasComplexityLevel,Medium
23213_3df3cb34,hasTopology,Moderate
23213_3df3cb34,hasStructure,Asymmetric
23213_3df3cb34,hasMassCategory,MediumWeight
23213_3df3cb34,hasVolumeCategory,MediumVolume
22073_951645ae,rdf:type,SimpleRotor
22073_951645ae,hasMaterial,Steel
22073_951645ae,belongsToFamily,simple_rotor
22073_951645ae,hasComplexityLevel,Low
22073_951645ae,hasTopology,Sparse
22073_951645ae,hasStructure,Asymmetric
22073_951645ae,hasMassCategory,LightWeight
22073_951645ae,hasVolumeCategory,SmallVolume
22341_0f9c52ed,rdf:type,MediumRotor
22341_0f9c52ed,hasMaterial,Steel
22341_0f9c52ed,belongsToFamily,medium_rotor
22341_0f9c52ed,hasComplexityLevel,Medium
22341_0f9c52ed,hasTopology,Moderate
22341_0f9c52ed,hasStructure,Asymmetric
22341_0f9c52ed,hasMassCategory,MediumWeight
22341_0f9c52ed,hasVolumeCategory,MediumVolume
22075_12b129d5,rdf:type,SimpleRotor
22075_12b129d5,hasMaterial,Steel
22075_12b129d5,belongsToFamily,simple_rotor
22075_12b129d5,hasComplexityLevel,Low
22075_12b129d5,hasTopology,Sparse
22075_12b129d5,hasStructure,Asymmetric
22075_12b129d5,hasMassCategory,LightWeight
22075_12b129d5,hasVolumeCategory,SmallVolume
22762_dcbdd14d,rdf:type,SymmetricRotor
22762_dcbdd14d,hasMaterial,Steel
22762_dcbdd14d,belongsToFamily,symmetric_rotor
22762_dcbdd14d,hasComplexityLevel,Medium
22762_dcbdd14d,hasTopology,Moderate
22762_dcbdd14d,hasStructure,Symmetric
22762_dcbdd14d,hasMassCategory,MediumWeight
22762_dcbdd14d,hasVolumeCategory,MediumVolume
21722_68aeba65,rdf:type,ComplexAssembly
21722_68aeba65,hasMaterial,Steel
21722_68aeba65,belongsToFamily,complex_assembly
21722_68aeba65,hasComplexityLevel,High
21722_68aeba65,hasTopology,Dense
21722_68aeba65,hasStructure,Symmetric
21722_68aeba65,hasMassCategory,MediumWeight
21722_68aeba65,hasVolumeCategory,MediumVolume
22133_465d7a91,rdf:type,SimpleRotor
22133_465d7a91,hasMaterial,Steel
22133_465d7a91,belongsToFamily,simple_rotor
22133_465d7a91,hasComplexityLevel,Low
22133_465d7a91,hasTopology,Sparse
22133_465d7a91,hasStructure,Asymmetric
22133_465d7a91,hasMassCategory,MediumWeight
22133_465d7a91,hasVolumeCategory,MediumVolume
21592_c5e77a82,rdf:type,MediumRotor
21592_c5e77a82,hasMaterial,Steel
21592_c5e77a82,belongsToFamily,medium_rotor
21592_c5e77a82,hasComplexityLevel,Medium
21592_c5e77a82,hasTopology,Moderate
21592_c5e77a82,hasStructure,Asymmetric
21592_c5e77a82,hasMassCategory,HeavyWeight
21592_c5e77a82,hasVolumeCategory,LargeVolume
21511_d07c59c2,rdf:type,HighComplexityRotor
21511_d07c59c2,hasMaterial,Steel
21511_d07c59c2,belongsToFamily,high_complexity_rotor
21511_d07c59c2,hasComplexityLevel,High
21511_d07c59c2,hasTopology,Dense
21511_d07c59c2,hasStructure,Symmetric
21511_d07c59c2,hasMassCategory,LightWeight
21511_d07c59c2,hasVolumeCategory,SmallVolume
21994_357aac6f,rdf:type,SimpleRotor
21994_357aac6f,hasMaterial,Steel
21994_357aac6f,belongsToFamily,simple_rotor
21994_357aac6f,hasComplexityLevel,Low
21994_357aac6f,hasTopology,Sparse
21994_357aac6f,hasStructure,Asymmetric
21994_357aac6f,hasMassCategory,MediumWeight
21994_357aac6f,hasVolumeCategory,MediumVolume
20671_33532794,rdf:type,SimpleRotor
20671_33532794,hasMaterial,Aluminum
20671_33532794,belongsToFamily,simple_rotor
20671_33532794,hasComplexityLevel,Low
20671_33532794,hasTopology,Sparse
20671_33532794,hasStructure,Asymmetric
20671_33532794,hasMassCategory,LightWeight
20671_33532794,hasVolumeCategory,SmallVolume
20697_d3e106b4,rdf:type,HighComplexityRotor
20697_d3e106b4,hasMaterial,Steel
20697_d3e106b4,belongsToFamily,high_complexity_rotor
20697_d3e106b4,hasComplexityLevel,High
20697_d3e106b4,hasTopology,Dense
20697_d3e106b4,hasStructure,Symmetric
20697_d3e106b4,hasMassCategory,LightWeight
20697_d3e106b4,hasVolumeCategory,SmallVolume
20241_ccb70dc8,rdf:type,SimpleRotor
20241_ccb70dc8,hasMaterial,Steel
20241_ccb70dc8,belongsToFamily,simple_rotor
20241_ccb70dc8,hasComplexityLevel,Low
20241_ccb70dc8,hasTopology,Sparse
20241_ccb70dc8,hasStructure,Asymmetric
20241_ccb70dc8,hasMassCategory,MediumWeight
20241_ccb70dc8,hasVolumeCategory,MediumVolume
21557_53eafe15,rdf:type,ComplexAssembly
21557_53eafe15,hasMaterial,Steel
21557_53eafe15,belongsToFamily,complex_assembly
21557_53eafe15,hasComplexityLevel,High
21557_53eafe15,hasTopology,Dense
21557_53eafe15,hasStructure,Asymmetric
21557_53eafe15,hasMassCategory,MediumWeight
21557_53eafe15,hasVolumeCategory,MediumVolume
7778_3a9748b3,rdf:type,ComplexAssembly
7778_3a9748b3,hasMaterial,Steel
7778_3a9748b3,belongsToFamily,complex_assembly
7778_3a9748b3,hasComplexityLevel,High
7778_3a9748b3,hasTopology,Dense
7778_3a9748b3,hasStructure,Asymmetric
7778_3a9748b3,hasMassCategory,MediumWeight
7778_3a9748b3,hasVolumeCategory,MediumVolume
20488_589ac9c0,rdf:type,SimpleRotor
20488_589ac9c0,hasMaterial,Steel
20488_589ac9c0,belongsToFamily,simple_rotor
20488_589ac9c0,hasComplexityLevel,Low
20488_589ac9c0,hasTopology,Sparse
20488_589ac9c0,hasStructure,Asymmetric
20488_589ac9c0,hasMassCategory,HeavyWeight
20488_589ac9c0,hasVolumeCategory,LargeVolume
23374_57cca189,rdf:type,MediumRotor
23374_57cca189,hasMaterial,Aluminum
23374_57cca189,belongsToFamily,medium_rotor
23374_57cca189,hasComplexityLevel,Medium
23374_57cca189,hasTopology,Moderate
23374_57cca189,hasStructure,Asymmetric
23374_57cca189,hasMassCategory,MediumWeight
23374_57cca189,hasVolumeCategory,MediumVolume
22129_48b47c52,rdf:type,SimpleRotor
22129_48b47c52,hasMaterial,Steel
22129_48b47c52,belongsToFamily,simple_rotor
22129_48b47c52,hasComplexityLevel,Low
22129_48b47c52,hasTopology,Sparse
22129_48b47c52,hasStructure,Symmetric
22129_48b47c52,hasMassCategory,LightWeight
22129_48b47c52,hasVolumeCategory,SmallVolume
20176_a02bde39,rdf:type,MediumRotor
20176_a02bde39,hasMaterial,Wood
20176_a02bde39,belongsToFamily,medium_rotor
20176_a02bde39,hasComplexityLevel,Medium
20176_a02bde39,hasTopology,Moderate
20176_a02bde39,hasStructure,Asymmetric
20176_a02bde39,hasMassCategory,HeavyWeight
20176_a02bde39,hasVolumeCategory,LargeVolume
19596_fb9531a5,rdf:type,HighComplexityRotor
19596_fb9531a5,hasMaterial,Steel
19596_fb9531a5,belongsToFamily,high_complexity_rotor
19596_fb9531a5,hasComplexityLevel,High
19596_fb9531a5,hasTopology,Dense
19596_fb9531a5,hasStructure,Symmetric
19596_fb9531a5,hasMassCategory,MediumWeight
19596_fb9531a5,hasVolumeCategory,MediumVolume
20438_5f344b00,rdf:type,SimpleRotor
20438_5f344b00,hasMaterial,Steel
20438_5f344b00,belongsToFamily,simple_rotor
20438_5f344b00,hasComplexityLevel,Low
20438_5f344b00,hasTopology,Sparse
20438_5f344b00,hasStructure,Symmetric
20438_5f344b00,hasMassCategory,LightWeight
20438_5f344b00,hasVolumeCategory,MediumVolume
23419_ea47995f,rdf:type,ComplexAssembly
23419_ea47995f,hasMaterial,Steel
23419_ea47995f,belongsToFamily,complex_assembly
23419_ea47995f,hasComplexityLevel,High
23419_ea47995f,hasTopology,Dense
23419_ea47995f,hasStructure,Symmetric
23419_ea47995f,hasMassCategory,LightWeight
23419_ea47995f,hasVolumeCategory,SmallVolume
22035_101c7ab4,rdf:type,MediumRotor
22035_101c7ab4,hasMaterial,Steel
22035_101c7ab4,belongsToFamily,medium_rotor
22035_101c7ab4,hasComplexityLevel,Medium
22035_101c7ab4,hasTopology,Moderate
22035_101c7ab4,hasStructure,Asymmetric
22035_101c7ab4,hasMassCategory,LightWeight
22035_101c7ab4,hasVolumeCategory,MediumVolume
20989_a261efa3,rdf:type,SimpleRotor
20989_a261efa3,hasMaterial,Steel
20989_a261efa3,belongsToFamily,simple_rotor
20989_a261efa3,hasComplexityLevel,Low
20989_a261efa3,hasTopology,Sparse
20989_a261efa3,hasStructure,Symmetric
20989_a261efa3,hasMassCategory,LightWeight
20989_a261efa3,hasVolumeCategory,SmallVolume
23127_38d73061,rdf:type,SymmetricRotor
23127_38d73061,hasMaterial,Steel
23127_38d73061,belongsToFamily,symmetric_rotor
23127_38d73061,hasComplexityLevel,Medium
23127_38d73061,hasTopology,Moderate
23127_38d73061,hasStructure,Symmetric
23127_38d73061,hasMassCategory,HeavyWeight
23127_38d73061,hasVolumeCategory,LargeVolume
23354_8182b4eb,rdf:type,MediumRotor
23354_8182b4eb,hasMaterial,Steel
23354_8182b4eb,belongsToFamily,medium_rotor
23354_8182b4eb,hasComplexityLevel,Medium
23354_8182b4eb,hasTopology,Sparse
23354_8182b4eb,hasStructure,Asymmetric
23354_8182b4eb,hasMassCategory,HeavyWeight
23354_8182b4eb,hasVolumeCategory,LargeVolume
21685_93737a7a,rdf:type,HighComplexityRotor
21685_93737a7a,hasMaterial,OtherEngineeringMaterial
21685_93737a7a,belongsToFamily,high_complexity_rotor
21685_93737a7a,hasComplexityLevel,High
21685_93737a7a,hasTopology,Dense
21685_93737a7a,hasStructure,Symmetric
21685_93737a7a,hasMassCategory,HeavyWeight
21685_93737a7a,hasVolumeCategory,LargeVolume
21989_a0b5037d,rdf:type,MediumRotor
21989_a0b5037d,hasMaterial,Steel
21989_a0b5037d,belongsToFamily,medium_rotor
21989_a0b5037d,hasComplexityLevel,Medium
21989_a0b5037d,hasTopology,Moderate
21989_a0b5037d,hasStructure,Asymmetric
21989_a0b5037d,hasMassCategory,HeavyWeight
21989_a0b5037d,hasVolumeCategory,LargeVolume
22027_11a2e852,rdf:type,HighComplexityRotor
22027_11a2e852,hasMaterial,OtherEngineeringMaterial
22027_11a2e852,belongsToFamily,high_complexity_rotor
22027_11a2e852,hasComplexityLevel,High
22027_11a2e852,hasTopology,Dense
22027_11a2e852,hasStructure,Symmetric
22027_11a2e852,hasMassCategory,LightWeight
22027_11a2e852,hasVolumeCategory,SmallVolume
21184_971559b6,rdf:type,SimpleRotor
21184_971559b6,hasMaterial,Steel
21184_971559b6,belongsToFamily,simple_rotor
21184_971559b6,hasComplexityLevel,Low
21184_971559b6,hasTopology,Sparse
21184_971559b6,hasStructure,Asymmetric
21184_971559b6,hasMassCategory,LightWeight
21184_971559b6,hasVolumeCategory,SmallVolume
20547_ec8cfd0d,rdf:type,SimpleRotor
20547_ec8cfd0d,hasMaterial,Steel
20547_ec8cfd0d,belongsToFamily,simple_rotor
20547_ec8cfd0d,hasComplexityLevel,Low
20547_ec8cfd0d,hasTopology,Sparse
20547_ec8cfd0d,hasStructure,Asymmetric
20547_ec8cfd0d,hasMassCategory,LightWeight
20547_ec8cfd0d,hasVolumeCategory,SmallVolume
20479_77930584,rdf:type,SimpleRotor
20479_77930584,hasMaterial,Steel
20479_77930584,belongsToFamily,simple_rotor
20479_77930584,hasComplexityLevel,Low
20479_77930584,hasTopology,Sparse
20479_77930584,hasStructure,Asymmetric
20479_77930584,hasMassCategory,MediumWeight
20479_77930584,hasVolumeCategory,MediumVolume
22589_2c8f7c0b,rdf:type,SimpleRotor
22589_2c8f7c0b,hasMaterial,Steel
22589_2c8f7c0b,belongsToFamily,simple_rotor
22589_2c8f7c0b,hasComplexityLevel,Low
22589_2c8f7c0b,hasTopology,Sparse
