assembly_name,neighbor_1,sim_1,neighbor_2,sim_2,neighbor_3,sim_3,neighbor_4,sim_4,neighbor_5,sim_5
21048_75cc125c,20239_49b65a55,0.999701,20157_db99ab88,0.999327,22078_1758e9fc,0.999181,22067_624b28e3,0.999149,20421_83f66ddc,0.999125
21831_54ca67d1,22216_4b032400,0.99998,21840_6847d36c,0.999949,21248_0a862e3e,0.999943,22761_ca309655,0.999837,20585_09b72895,0.999819
22586_ff3651b2,20925_dc64a33a,0.999972,20387_0d507234,0.999965,22784_bcace961,0.999935,23174_8ef93daf,0.999927,21566_ff590631,0.999923
21422_b2a6bf27,20241_8c0d3f83,0.999998,20241_ccb70dc8,0.999998,20332_0c2a24aa,0.999995,20994_9c88b1ba,0.99999,20340_86125547,0.99999
23259_d655fcc1,20680_b095cb77,0.999968,22365_a4eb929c,0.99996,22761_ca309655,0.999915,21828_21ab2114,0.999885,22399_97987ada,0.99985
21497_9833a679,22762_dcbdd14d,0.999968,23102_211ad1db,0.999967,21271_ec7f62b8,0.999953,22983_0ab3faaf,0.999946,23438_b1ef78f4,0.999935
22245_ca848576,21958_e48ddf4e,0.999833,23170_6ea8ded5,0.999819,22312_3f366a4a,0.999812,21271_ec7f62b8,0.999744,22659_0e686e14,0.999732
21848_0fff9631,23440_5956321f,0.999997,22671_fdd1b1e6,0.999991,20908_10574fbf,0.99999,22589_2c8f7c0b,0.999984,23164_659c91ef,0.999979
20731_fbdc7731,20216_89b90993,0.999995,22508_6bb410af,0.999993,20822_5bb36119,0.999989,21825_ce32b0a0,0.999978,20989_885bd9b9,0.99997
21015_10304cb9,20259_de1ab632,0.999957,21911_429c1a72,0.999853,22377_d490f505,0.999852,20646_4cd14a72,0.999848,20647_cea2e07c,0.99983
23210_f535bfd2,23209_1592b0a4,0.999978,20232_e5b060d9,0.99994,23219_40625e2c,0.999917,22270_c6999138,0.999865,23245_ccd099b6,0.999757
22784_bcace961,21566_ff590631,0.999994,20925_dc64a33a,0.999989,20387_0d507234,0.999936,22586_ff3651b2,0.999935,22383_e5f707a7,0.999918
22630_b6010fff,21164_de08f61e,0.997884,23162_7e2f3d77,0.997853,22082_39503fa6,0.997255,21028_d4d30a2e,0.99597,21708_e61bd657,0.995372
20755_4b5e61bf,21858_f1409ea2,0.999454,22040_6461a147,0.999383,22035_101c7ab4,0.999382,20779_fc5a7c3d,0.999272,21365_ab403591,0.999244
23002_4d53fb3f,22890_4ecfa491,0.999204,21541_abc67be6,0.998682,23130_7417d5b3,0.998602,21153_a2fb81fe,0.998445,21744_5ae4d9d5,0.99735
20291_42287610,23006_92c5b990,0.999995,20705_ac2a0325,0.999994,20469_b6211bfd,0.999994,23442_28996649,0.999991,23021_047d1f8a,0.999983
23245_ccd099b6,23209_1592b0a4,0.999869,20232_e5b060d9,0.999849,23210_f535bfd2,0.999757,22232_cb53774e,0.999714,23323_075a079e,0.999707
21580_b8b2571b,21762_90d34d16,0.99731,20260_4a01a99d,0.996275,23144_88ca00a5,0.995353,20287_072b5bf6,0.993504,21656_964b0c84,0.9935
21365_ab403591,21858_f1409ea2,0.999874,21503_34f299ca,0.999807,22372_e91792a1,0.999681,23331_192866b6,0.999667,20440_27177360,0.999655
22014_5880c417,21357_9edfc0a0,0.999989,20671_33532794,0.999979,22133_465d7a91,0.999968,22135_2aa77ff2,0.999961,20478_c02790cb,0.999957
21630_316322ff,20934_fe7fbd78,1.0,22844_9b75b8e0,1.0,22257_6fb4c50c,0.999999,20838_86c931be,0.999999,21495_ebbbd369,0.999999
22349_6f67a96e,20467_f1fcc009,0.999995,23311_ad36a9ec,0.999989,22058_71feafda,0.999989,23021_047d1f8a,0.999988,23239_ba13cf5e,0.999987
21316_69ed56f5,23511_8651ac1f,0.873778,21982_bdafa78d,0.866032,20245_f1b25d43,0.853091,21924_bbd9f7a9,0.843159,23154_7c74d190,0.840886
20281_a29f9a18,22729_232da678,0.999944,22224_1e749c32,0.999915,21625_d5d4c9a7,0.999904,20495_e8e7e80c,0.999897,23318_65e3a7c9,0.999819
21243_3ec5d732,20898_5f5b9bc7,1.0,20479_77930584,1.0,20231_f54462bb,1.0,21267_35a558cc,1.0,20376_eefa9511,1.0
21545_4384f96e,22581_406c16c4,0.99985,21986_67c5509a,0.998863,23123_f35404c4,0.997871,23466_1cf60d09,0.997814,20787_ed64ff5e,0.99756
23258_87a2ba81,20737_5249e274,0.999223,23310_7daded69,0.996937,20745_3e22ad07,0.994274,21204_96d26a7f,0.9924,21685_93737a7a,0.981873
21839_a8eb6d34,22419_dfeb5d33,0.999534,21182_a480d230,0.999427,22331_152ee5c0,0.999318,20477_633cca4f,0.999259,22027_11a2e852,0.998985
23123_f35404c4,20787_ed64ff5e,0.999536,22581_406c16c4,0.998288,22440_014f1bac,0.998163,21545_4384f96e,0.997871,21986_67c5509a,0.996573
21425_d0d47a2a,22900_09de4c7a,0.99991,21035_d308c5c4,0.999698,23502_5a80f907,0.99966,21153_a2fb81fe,0.999409,23130_7417d5b3,0.999222
22419_dfeb5d33,20477_633cca4f,0.99991,21182_a480d230,0.999743,21839_a8eb6d34,0.999534,23101_6aec02ee,0.999471,21174_861bd902,0.999119
21986_67c5509a,22535_0ba01cc9,0.999131,21545_4384f96e,0.998863,22056_79373464,0.998657,22581_406c16c4,0.99822,23466_1cf60d09,0.997754
21035_d308c5c4,23502_5a80f907,0.999838,22900_09de4c7a,0.999713,21425_d0d47a2a,0.999698,21153_a2fb81fe,0.999181,23130_7417d5b3,0.999137
21859_35124f79,22404_66db7dd7,0.980909,20544_43691724,0.977876,21352_d60bc953,0.977047,23376_9b48819a,0.967279,21926_b4c7068b,0.964489
22421_19401bdd,21551_c6c2d516,0.999745,22027_11a2e852,0.99972,23101_6aec02ee,0.999696,20697_d3e106b4,0.999577,23329_6939d5d9,0.999559
22787_49022c32,22357_e2f7b060,0.993884,21557_53eafe15,0.992663,20278_d442e77d,0.987041,22670_9353c710,0.982158,22085_e039a7d3,0.981851
23103_66470b7e,20958_94222947,0.999994,21175_85118898,0.999989,21793_4ad5e2c0,0.999988,21573_31a18ad0,0.999986,21715_53df62c9,0.999986
20505_017d4cc4,22778_7d85debd,0.999888,23049_207a41f0,0.999876,22612_28fe0ac2,0.999866,20182_71b9e491,0.999859,23451_14c8d09e,0.999819
23044_9a964a68,22046_fe3bae6e,0.991573,21557_53eafe15,0.984019,20278_d442e77d,0.98311,22357_e2f7b060,0.979532,22787_49022c32,0.977195
20682_e208cc63,22892_68138f24,0.999996,22057_4947db57,0.99999,22155_ab18f2b6,0.999959,22886_a6331748,0.999931,21810_718ae2fe,0.999901
21976_807c9b26,22131_6b4b60f8,0.999944,23321_c9497b79,0.999894,23342_7193a931,0.999767,22043_041e1b7c,0.999602,23236_d5867507,0.999497
21865_c190b734,23184_731e5af0,0.999963,22671_fdd1b1e6,0.999956,20801_0796e2ee,0.999947,22749_346e10ae,0.999944,22746_920025a0,0.999942
20426_79358492,20466_4b3e5186,1.0,20927_826f4b56,0.999999,20429_4c909f3f,0.999998,20376_eefa9511,0.999994,21267_35a558cc,0.999994
22076_20e8a107,23204_ff1672a9,0.994319,22492_047b125b,0.992232,7778_3a9748b3,0.98917,21741_c6faf98e,0.987581,20533_0a3e112b,0.985643
23217_7c6062e3,23168_7fdf5427,0.999776,21300_ec7da33e,0.999571,22421_19401bdd,0.999432,20697_d3e106b4,0.999374,23377_690165aa,0.999373
23408_e5fd25ba,20958_94222947,0.999992,21793_4ad5e2c0,0.999981,21175_85118898,0.999977,20212_5d1f2de1,0.999973,23103_66470b7e,0.999973
22443_fa24c6f9,21541_abc67be6,0.994685,21035_d308c5c4,0.994531,21091_bbf490e7,0.994471,21092_32622a83,0.99411,23130_7417d5b3,0.994022
21706_adfb2ece,21600_0027c6fc,0.999993,20743_c8ea8159,0.999992,23409_e27e3b8b,0.999983,23128_cb135b1b,0.99998,21377_19909a40,0.999976
23265_07de6a0b,21469_abec26c4,0.999985,23039_b3d04774,0.999975,23341_d5ead6d2,0.999973,22377_d490f505,0.999946,21391_78fc6345,0.999929
21745_56cbe841,21626_b34008e6,0.999888,23176_1bf2a2d5,0.999729,22323_aa6edb8b,0.999671,22776_facf9bcf,0.999608,20141_b9376856,0.999532
20466_4b3e5186,20426_79358492,1.0,20429_4c909f3f,0.999999,20927_826f4b56,0.999998,20898_5f5b9bc7,0.999995,20376_eefa9511,0.999995
21695_1f33863f,23363_60e39812,0.999952,22126_e1cca10f,0.999372,21185_ac5324ba,0.999176,21009_907a2a95,0.998916,21184_971559b6,0.998658
19518_f220b68a,22180_ce7c3bd8,0.999981,22747_3f6faf4c,0.999905,21911_429c1a72,0.999888,20646_4cd14a72,0.999762,20285_b64b1a7e,0.999755
22313_3a8b93dc,22066_308cdcfe,0.999978,23505_161e8ec5,0.999975,20414_a33bd0d7,0.999973,23238_3c864758,0.999966,20849_9821b6fe,0.999965
22251_88fd728c,23283_fadf3820,0.999863,23379_636204a6,0.999824,23026_e6f08109,0.999562,22334_677d00e0,0.999549,23313_210c6783,0.999491
21613_d57e983a,21617_ddd3657b,1.0,21619_19435db0,1.0,21614_5d6afa62,1.0,21610_5dcf1187,1.0,21612_e2981dae,1.0
22067_624b28e3,22214_b098105d,0.99979,22378_234fea2c,0.999711,22078_1758e9fc,0.999651,21391_78fc6345,0.999639,21588_0c48dc5f,0.999625
21005_9feee615,21656_964b0c84,0.995837,20260_4a01a99d,0.993426,20287_072b5bf6,0.992677,21580_b8b2571b,0.987483,20165_2b088be5,0.985536
23250_aa321310,16550_e88d6986,1.0,23163_7b143a6f,1.0,22178_976d2411,0.999999,23199_75dc1efd,0.999998,21062_c4ed6d45,0.999998
23155_d7305c5f,21845_dff8b3a1,0.99981,22893_eb8aa8ac,0.999796,22070_fd1b8e5e,0.999782,21121_1e9e7540,0.999781,22416_4cd31921,0.999777
22749_346e10ae,20801_0796e2ee,0.999998,22899_5b97e4f5,0.999997,23184_731e5af0,0.999984,23439_18900af2,0.999981,22746_920025a0,0.999979
20818_098cad7c,20279_aed6b3b3,0.999546,21797_69df08d5,0.999162,23273_8f301ce3,0.99908,20959_d4905d19,0.998707,21805_2ba39d00,0.9986
7780_6c885e81,23127_38d73061,0.999765,22706_58a933f4,0.999749,22259_613f9d44,0.999692,23468_a0bfb573,0.99969,21386_e234c6b6,0.999572
21581_8f948e0b,22843_cb38a007,0.999999,23311_ad36a9ec,0.999999,22058_71feafda,0.999998,22843_ff77027f,0.999998,21781_5985da6d,0.999997
20186_f66e4ad3,20756_75f43564,0.999951,23341_d5ead6d2,0.999948,22227_aca28ff2,0.999948,21469_abec26c4,0.999942,23215_08a54de0,0.999942
23322_8f85d82d,22040_6461a147,0.999571,20182_71b9e491,0.999402,22778_7d85debd,0.999214,22612_28fe0ac2,0.999132,20505_017d4cc4,0.999076
23235_f9ccb8b0,22670_9353c710,0.999261,23271_f833d903,0.997388,22413_901f5867,0.99557,23195_2629864e,0.986544,23282_a1b17daa,0.984804
21528_a5d5490f,21912_3f74887c,1.0,21185_ac5324ba,0.999747,23323_075a079e,0.999703,21184_971559b6,0.999698,21009_907a2a95,0.999646
23466_1cf60d09,22266_078a1f68,0.9989,21539_cfe1f7fd,0.998664,22199_8ec9eeb2,0.998362,22491_a33562ad,0.998024,20899_a8d7c6d5,0.997942
21467_67965037,22259_613f9d44,0.99998,23221_42f37ae3,0.999908,21176_b5c72bfb,0.999891,20970_d20c6c35,0.999866,22050_e8702dd4,0.999852
20165_2b088be5,21337_062b39fa,0.995357,20287_072b5bf6,0.993326,21762_90d34d16,0.992882,22764_b884dce6,0.992432,21580_b8b2571b,0.99222
22581_406c16c4,21545_4384f96e,0.99985,23123_f35404c4,0.998288,21986_67c5509a,0.99822,23466_1cf60d09,0.997791,20787_ed64ff5e,0.997525
21781_5985da6d,22843_cb38a007,1.0,22843_ff77027f,0.999999,22075_12b129d5,0.999999,22257_6fb4c50c,0.999998,22844_9b75b8e0,0.999997
21267_35a558cc,20376_eefa9511,1.0,20231_f54462bb,1.0,20479_77930584,1.0,21243_3ec5d732,1.0,20898_5f5b9bc7,0.999999
21849_a5f563a6,22070_fd1b8e5e,0.999954,22360_42cd6a21,0.999921,21838_5bc448b4,0.999871,22893_eb8aa8ac,0.999785,23155_d7305c5f,0.999743
20722_90d46353,22987_37973191,0.999443,22832_731d3b9f,0.999213,21790_aaf9224a,0.998671,20431_27e7f151,0.998459,23501_6c48b3c1,0.998082
23213_3df3cb34,21549_18160a0a,0.999987,23172_4ab01e83,0.999957,21794_4d137e7d,0.99995,20823_f144e996,0.999937,21837_b67d788c,0.999861
22073_951645ae,21737_87d83240,0.999976,20285_b64b1a7e,0.999957,21326_ab4d6c43,0.999941,20421_83f66ddc,0.999939,22061_b50b6b66,0.999904
22341_0f9c52ed,22002_315afcfc,0.999952,22776_facf9bcf,0.999843,23323_075a079e,0.999772,20141_b9376856,0.999714,22461_0ba0e480,0.999706
22075_12b129d5,21459_a9de5e5b,0.999999,21781_5985da6d,0.999999,22844_9b75b8e0,0.999999,21495_ebbbd369,0.999998,21630_316322ff,0.999998
22762_dcbdd14d,22983_0ab3faaf,0.999987,21497_9833a679,0.999968,21271_ec7f62b8,0.999964,23102_211ad1db,0.999964,22561_067b78ae,0.999957
21722_68aeba65,21492_8bd34fc1,0.994446,22028_776fbf0d,0.983758,23419_ea47995f,0.968652,22306_c3dca308,0.964367,22211_b1ee53f0,0.959788
22133_465d7a91,20478_c02790cb,0.999997,20671_33532794,0.999991,22135_2aa77ff2,0.999985,21357_9edfc0a0,0.999983,20188_98b86c0f,0.999979
21592_c5e77a82,22852_dc1dbed6,0.974347,23305_2662b29a,0.970164,21423_196855d1,0.957355,21856_f84d9348,0.945168,21426_51651a10,0.902991
21511_d07c59c2,23467_9f431540,0.999829,21352_c1101acb,0.999738,23468_a0bfb573,0.999714,19596_fb9531a5,0.999459,21843_effbd24d,0.999411
21994_357aac6f,21184_971559b6,0.999603,21528_a5d5490f,0.999518,21912_3f74887c,0.999518,21533_8837772a,0.999463,22270_c6999138,0.999314
20671_33532794,21357_9edfc0a0,0.999994,22133_465d7a91,0.999991,20478_c02790cb,0.999985,22014_5880c417,0.999979,20188_98b86c0f,0.999978
20697_d3e106b4,23329_6939d5d9,0.999984,20421_0fd51709,0.999926,22417_4a15d62e,0.999815,20643_71ad3d26,0.999789,22168_a84560a9,0.999764
20241_ccb70dc8,20241_8c0d3f83,1.0,21422_b2a6bf27,0.999998,20332_0c2a24aa,0.999995,20994_9c88b1ba,0.999994,20340_86125547,0.999994
21557_53eafe15,22357_e2f7b060,0.995567,22787_49022c32,0.992663,23044_9a964a68,0.984019,21421_fb12b69b,0.978704,22430_c6f08b03,0.973039
7778_3a9748b3,22076_20e8a107,0.98917,23422_f214bd4d,0.986807,22492_047b125b,0.986438,21741_c6faf98e,0.985483,23204_ff1672a9,0.978439
20488_589ac9c0,21781_5985da6d,0.999994,22843_cb38a007,0.999993,22075_12b129d5,0.999993,22843_ff77027f,0.999993,22257_6fb4c50c,0.999992
23374_57cca189,21275_c8049742,0.999967,21424_9d516e3a,0.999948,23308_245d257c,0.999915,21600_0027c6fc,0.999903,20520_7e357152,0.999902
22129_48b47c52,22154_24342da4,0.999682,20806_ca60b7ae,0.999663,20946_6573271d,0.999484,22147_12995368,0.999285,21257_770fee9a,0.998838
20176_a02bde39,21590_7d092186,0.998116,22440_014f1bac,0.996252,22919_3ee91d1a,0.995429,22666_bdaa1303,0.992143,22581_406c16c4,0.990909
19596_fb9531a5,22417_4a15d62e,0.999608,22168_a84560a9,0.999587,21081_72fa4ad1,0.999479,23468_a0bfb573,0.999465,21511_d07c59c2,0.999459
20438_5f344b00,22367_b4a67e61,0.99997,23438_b1ef78f4,0.999968,22026_62afa265,0.999956,20429_9dd95c38,0.999927,22236_db209dff,0.999909
23419_ea47995f,22065_0d414124,0.997861,22652_dc7405ef,0.996975,20502_58b65de9,0.996782,22211_b1ee53f0,0.9963,22306_c3dca308,0.996257
22035_101c7ab4,20421_38b63ca5,0.999801,20779_fc5a7c3d,0.999423,21365_ab403591,0.999391,20755_4b5e61bf,0.999382,21601_360ce1c7,0.999362
20989_a261efa3,20807_88c198d5,0.99998,21665_2e14b6ff,0.999951,20429_419c4cdd,0.999939,22140_9cda24cc,0.999909,22049_4da0d894,0.999908
23127_38d73061,22095_af226cbc,0.999853,21176_b5c72bfb,0.999847,23221_42f37ae3,0.999843,7780_6c885e81,0.999765,22259_613f9d44,0.999762
23354_8182b4eb,23435_e1c96b4d,0.999946,22577_cd96733e,0.999946,20414_a33bd0d7,0.999937,20849_9821b6fe,0.999937,22064_e1ba20dd,0.999918
21685_93737a7a,22428_c1ffa51a,0.998844,23378_8d6426ae,0.997999,22278_12f1fb79,0.997105,21924_bbd9f7a9,0.996814,20279_aed6b3b3,0.995835
21989_a0b5037d,23120_f7c9092f,0.994425,23414_f7d4a688,0.992918,23156_7788f78a,0.98882,23161_e7f63a9f,0.986053,21429_6d2d3974,0.985827
22027_11a2e852,22421_19401bdd,0.99972,23101_6aec02ee,0.999551,21977_ce9f4e71,0.999514,23377_690165aa,0.99946,21551_c6c2d516,0.999371
21184_971559b6,21528_a5d5490f,0.999698,21912_3f74887c,0.999698,21994_357aac6f,0.999603,21185_ac5324ba,0.99928,22270_c6999138,0.999254
20547_ec8cfd0d,20860_b8e9a191,0.788881,20246_40be7668,0.650276,21316_69ed56f5,0.601505,20586_cbec2689,0.562097,23422_f214bd4d,0.543098
20479_77930584,20231_f54462bb,1.0,21267_35a558cc,1.0,20376_eefa9511,1.0,21243_3ec5d732,1.0,20898_5f5b9bc7,0.999999
22589_2c8f7c0b,20908_10574fbf,0.999989,21848_0fff9631,0.999984,23440_5956321f,0.999972,22671_fdd1b1e6,0.999966,23369_447545f6,0.999961
20741_c337946f,22653_58d6287d,1.0,21265_7329c813,0.999998,21785_d595ced5,0.999998,20385_f2d30908,0.999997,21047_60d69af3,0.999997
20237_06b27bf5,21828_21ab2114,0.9999,22365_a4eb929c,0.999837,22399_97987ada,0.999826,22812_cf865ed1,0.999771,21843_effbd24d,0.999764
20431_0088a0dd,22680_1f4026f6,0.999936,22729_232da678,0.999809,22045_ead71aca,0.999758,22681_124bf3a9,0.999755,22062_2d6b3b72,0.999741
22417_4a15d62e,23329_6939d5d9,0.999851,20697_d3e106b4,0.999815,21081_72fa4ad1,0.999815,20643_71ad3d26,0.999804,21352_c1101acb,0.999785
20672_0bc07cce,20479_77930584,0.999999,20231_f54462bb,0.999999,21267_35a558cc,0.999999,20376_eefa9511,0.999999,21243_3ec5d732,0.999999
21616_c6c3347a,22668_9c30f6c0,0.999998,22902_83870421,0.999997,21047_60d69af3,0.999997,22257_6fb4c50c,0.999996,22907_ff18dbd5,0.999996
22576_d05619d1,20620_8a5226b4,0.999977,20926_4c0f33f6,0.999504,20225_4ce6d59b,0.999188,21692_777db9e2,0.999019,21490_d07ff9f8,0.998717
20946_6573271d,22147_12995368,0.999974,21257_770fee9a,0.999871,20384_767d849a,0.999658,22129_48b47c52,0.999484,20419_8ce893b6,0.999463
22483_f4e4b62a,22079_31335df2,0.99284,23422_f214bd4d,0.987114,20351_dc6e4e1e,0.985466,22492_047b125b,0.984304,21741_c6faf98e,0.981039
20467_f1fcc009,22058_71feafda,0.999997,23311_ad36a9ec,0.999997,22349_6f67a96e,0.999995,23021_047d1f8a,0.999993,21581_8f948e0b,0.999992
20279_aed6b3b3,20818_098cad7c,0.999546,21805_2ba39d00,0.99907,23273_8f301ce3,0.998528,21797_69df08d5,0.998371,20959_d4905d19,0.997345
22058_71feafda,23311_ad36a9ec,0.999999,21581_8f948e0b,0.999998,20467_f1fcc009,0.999997,22843_cb38a007,0.999996,22843_ff77027f,0.999995
23413_6702ec7f,22372_e91792a1,0.999943,23331_192866b6,0.999898,21503_34f299ca,0.999874,21837_b67d788c,0.999854,20628_e0551f7c,0.999778
21093_1bda9bbe,20668_b2f2633e,0.998751,21739_57582b8f,0.998369,19566_19d85d3b,0.997807,22764_b884dce6,0.997435,22193_c8773ded,0.997258
20544_43691724,21859_35124f79,0.977876,22404_66db7dd7,0.97376,21926_b4c7068b,0.948693,21352_d60bc953,0.942354,23376_9b48819a,0.928074
22764_b884dce6,21739_57582b8f,0.999779,20668_b2f2633e,0.998818,21337_062b39fa,0.998017,22405_20f11d58,0.997639,21093_1bda9bbe,0.997435
21069_508a9947,22430_c6f08b03,0.98105,21244_24c3ce72,0.977495,22483_f4e4b62a,0.971792,22079_31335df2,0.96424,21351_675c66b1,0.961692
20959_d4905d19,20818_098cad7c,0.998707,21134_7aa7cd89,0.998574,21797_69df08d5,0.998419,21805_2ba39d00,0.998068,23309_76dcf100,0.997929
20421_83f66ddc,21737_87d83240,0.999963,22073_951645ae,0.999939,20789_1809f41f,0.999932,22061_b50b6b66,0.999914,20285_b64b1a7e,0.999889
22472_f65d3470,22749_346e10ae,0.999966,22899_5b97e4f5,0.99996,20801_0796e2ee,0.99995,23184_731e5af0,0.999939,21274_2fb8c3f5,0.999922
20260_4a01a99d,21656_964b0c84,0.998357,20287_072b5bf6,0.996323,21580_b8b2571b,0.996275,21005_9feee615,0.993426,21762_90d34d16,0.993332
23309_76dcf100,22894_5f7c276d,0.999609,21182_a480d230,0.999381,21709_4dd88551,0.999291,23233_ac09e2e5,0.99902,21697_06656699,0.998725
21790_aaf9224a,22987_37973191,0.999725,22832_731d3b9f,0.999581,20239_49b65a55,0.998947,21858_f1409ea2,0.998835,20157_db99ab88,0.998798
23152_6f2706c9,20817_ef63b1a7,0.999928,23036_7f9d143f,0.999924,23035_6087bb57,0.999897,20815_b3d9e6c9,0.99988,23501_6c48b3c1,0.999813
21257_770fee9a,22147_12995368,0.999927,20384_767d849a,0.999903,20946_6573271d,0.999871,20551_ff28a959,0.99979,20419_8ce893b6,0.999483
22306_c3dca308,22211_b1ee53f0,0.9998,22065_0d414124,0.998442,23273_8f301ce3,0.998015,20818_098cad7c,0.997495,21797_69df08d5,0.99714
20628_e0551f7c,23413_6702ec7f,0.999778,21049_f644930a,0.999774,21550_0b16151d,0.999756,23043_c0827516,0.999693,22372_e91792a1,0.999663
20838_86c931be,20934_fe7fbd78,1.0,21495_ebbbd369,0.999999,21630_316322ff,0.999999,22844_9b75b8e0,0.999999,23351_6104d55d,0.999998
22154_24342da4,20806_ca60b7ae,0.999999,22129_48b47c52,0.999682,20451_557fe5cd,0.99965,20451_84d8b290,0.99965,21862_ec534e16,0.999513
22980_3cb3bcc8,23493_57512264,0.999872,21918_976c2754,0.998835,23041_8d3ea25c,0.998551,22011_0832eefe,0.998433,19810_f77c5501,0.998395
20478_c02790cb,22133_465d7a91,0.999997,20671_33532794,0.999985,20188_98b86c0f,0.999981,21357_9edfc0a0,0.999978,22135_2aa77ff2,0.999974
20477_633cca4f,22419_dfeb5d33,0.99991,21182_a480d230,0.999789,23101_6aec02ee,0.99978,21839_a8eb6d34,0.999259,21174_861bd902,0.999194
20225_4ce6d59b,21692_777db9e2,0.999554,20620_8a5226b4,0.999199,22576_d05619d1,0.999188,20806_ca60b7ae,0.998925,20451_557fe5cd,0.99892
20797_78b83489,23034_b38134ee,0.999474,22727_c514268a,0.999434,22825_f4c18d65,0.999285,23501_6c48b3c1,0.999209,23036_7f9d143f,0.999069
23376_9b48819a,21352_d60bc953,0.992761,20870_dedaef5b,0.984417,21718_1551037b,0.980846,21926_b4c7068b,0.980416,21859_35124f79,0.967279
22534_e899f645,20899_a8d7c6d5,0.9995,22011_0832eefe,0.999389,20319_9f53cd7c,0.999,21028_d4d30a2e,0.998926,22199_8ec9eeb2,0.998904
22079_31335df2,22483_f4e4b62a,0.99284,22492_047b125b,0.99059,21741_c6faf98e,0.989666,22413_901f5867,0.983363,23195_2629864e,0.974659
22414_14ead4a3,22654_4c426b0f,0.999847,22638_37f9fe91,0.99981,21836_5bc91e49,0.999762,20502_58b65de9,0.999384,22652_dc7405ef,0.999296
23313_210c6783,23379_636204a6,0.999889,23283_fadf3820,0.999712,23026_e6f08109,0.999607,23083_fdb942ac,0.999607,22251_88fd728c,0.999491
21600_0027c6fc,21706_adfb2ece,0.999993,23409_e27e3b8b,0.999986,20743_c8ea8159,0.999981,23238_3c864758,0.999975,21377_19909a40,0.999968
21081_72fa4ad1,22168_a84560a9,0.999927,21843_effbd24d,0.999883,20643_71ad3d26,0.999844,22417_4a15d62e,0.999815,23329_6939d5d9,0.999764
21423_196855d1,21856_f84d9348,0.995379,22852_dc1dbed6,0.990178,21426_51651a10,0.987153,23305_2662b29a,0.969968,21165_5cb2d287,0.969939
22670_9353c710,23235_f9ccb8b0,0.999261,23271_f833d903,0.996363,22413_901f5867,0.992828,21582_a3d32115,0.988027,22357_e2f7b060,0.983092
20421_38b63ca5,22035_101c7ab4,0.999801,21601_360ce1c7,0.999422,20779_fc5a7c3d,0.998908,21092_32622a83,0.998876,21719_d60b8a4a,0.998861
21718_1551037b,23376_9b48819a,0.980846,21352_d60bc953,0.97393,21450_ea24ffcc,0.972055,20870_dedaef5b,0.971807,22533_e7298b05,0.968507
20585_09b72895,22886_a6331748,0.99993,21248_0a862e3e,0.99993,22155_ab18f2b6,0.999916,20682_e208cc63,0.999857,22216_4b032400,0.999844
21828_21ab2114,22365_a4eb929c,0.999969,22399_97987ada,0.999947,20680_b095cb77,0.999929,22706_58a933f4,0.999918,20237_06b27bf5,0.9999
20511_e1b972aa,22064_e1ba20dd,0.999966,21817_945cd3c9,0.999954,21358_a69a36f3,0.999952,20329_414757bb,0.99993,22577_cd96733e,0.999898
22671_fdd1b1e6,23184_731e5af0,0.999996,22746_920025a0,0.999992,21848_0fff9631,0.999991,23440_5956321f,0.999991,23239_ba13cf5e,0.999984
21139_cd619b26,21119_4f5c95a6,1.0,20804_0dcacc66,1.0,22839_113f2990,1.0,21243_3ec5d732,1.0,20898_5f5b9bc7,1.0
23184_731e5af0,22671_fdd1b1e6,0.999996,20801_0796e2ee,0.99999,22746_920025a0,0.99999,22749_346e10ae,0.999984,23439_18900af2,0.999982
20990_0a226634,23103_43bde2a6,0.999959,21961_1a090a8b,0.999958,21665_2e14b6ff,0.999929,22049_4da0d894,0.999914,20989_885bd9b9,0.999913
20586_cbec2689,21063_037107dc,0.9801,21989_a0b5037d,0.971543,23048_8a1a5553,0.963782,23156_7788f78a,0.962048,23414_f7d4a688,0.959652
20182_71b9e491,22778_7d85debd,0.999949,20505_017d4cc4,0.999859,22612_28fe0ac2,0.999586,23049_207a41f0,0.99958,20688_955aae0c,0.999525
22981_93f268ae,20646_4cd14a72,0.999957,20647_cea2e07c,0.999955,22378_234fea2c,0.999937,21588_0c48dc5f,0.999918,21326_ab4d6c43,0.999915
20989_d1b8b0f8,22092_897b0ffa,0.999847,22218_2f85f6ae,0.999835,23211_3aac9c7e,0.999682,23194_b675acc0,0.999657,20688_955aae0c,0.999642
20451_557fe5cd,20451_84d8b290,1.0,21862_ec534e16,0.999988,22136_a539c50b,0.999979,20806_ca60b7ae,0.999672,22047_5a090f16,0.999665
22825_f4c18d65,23034_b38134ee,0.999824,20674_2fb6cabd,0.999742,21599_80057f94,0.999427,20817_ef63b1a7,0.99937,23152_6f2706c9,0.999355
20533_0a3e112b,21991_ab98f156,0.9882,22076_20e8a107,0.985643,23053_139f2009,0.984215,23204_ff1672a9,0.983433,22492_047b125b,0.975616
22196_e5bf8c9d,22197_66c5655e,0.999991,22196_0deb2e34,0.999989,22197_94c66357,0.999879,20421_49bd1188,0.999816,20779_fc5a7c3d,0.999759
21165_5cb2d287,21453_679a343c,0.999024,21496_f4025ad5,0.998545,21426_51651a10,0.996298,21884_cc2c39f9,0.988868,21865_c190b734,0.988772
