assembly_name,neighbor_1,hybrid_sim_1,neighbor_2,hybrid_sim_2,neighbor_3,hybrid_sim_3,neighbor_4,hybrid_sim_4,neighbor_5,hybrid_sim_5
21739_57582b8f,21744_5ae4d9d5,0.997377,22764_b884dce6,0.919868,20668_b2f2633e,0.919565,21093_1bda9bbe,0.919021,22405_20f11d58,0.918857
21741_c6faf98e,22492_047b125b,0.998983,23204_ff1672a9,0.994884,23195_2629864e,0.989558,22413_901f5867,0.987953,23144_88ca00a5,0.986869
21744_5ae4d9d5,21739_57582b8f,0.997377,20500_e88d8065,0.919723,19566_19d85d3b,0.919712,22890_4ecfa491,0.919559,23002_4d53fb3f,0.91841
21745_56cbe841,21092_32622a83,0.988277,21626_b34008e6,0.919933,23176_1bf2a2d5,0.919837,22323_aa6edb8b,0.919802,22776_facf9bcf,0.919765
21761_fdb5f86d,21265_7329c813,0.999999,22653_58d6287d,0.999999,20741_c337946f,0.999998,21612_e2981dae,0.999997,21614_5d6afa62,0.999997
21762_90d34d16,21580_b8b2571b,0.998386,21809_8bd6b10e,0.997441,20668_b2f2633e,0.993898,21656_964b0c84,0.99315,21024_9be3d461,0.99309
21776_fb0bfbc6,22135_2aa77ff2,0.999977,22014_5880c417,0.999965,21882_795be793,0.999958,21611_1d3ff1b6,0.999953,21051_5d118b91,0.999952
21779_b99623fc,23026_e6f08109,0.987593,20788_d25efea2,0.919994,22448_1f21757a,0.91999,23417_9a9e9937,0.919963,21390_4d1e2d9c,0.919962
21781_5985da6d,22843_cb38a007,1.0,22843_ff77027f,0.999999,22075_12b129d5,0.999999,22257_6fb4c50c,0.999999,22844_9b75b8e0,0.999998
21785_d595ced5,22498_b8bdb105,0.999969,20188_98b86c0f,0.999876,20340_86125547,0.999751,21761_fdb5f86d,0.92,20810_f6674f2d,0.919999
21790_aaf9224a,22987_37973191,0.999835,21858_f1409ea2,0.999301,21621_711e1918,0.999272,21365_ab403591,0.99909,22376_3ebc82a2,0.998947
21793_4ad5e2c0,23103_66470b7e,0.999993,23164_659c91ef,0.999991,22895_4533b542,0.99999,23440_5956321f,0.999989,23408_e5fd25ba,0.999989
21794_4d137e7d,23172_4ab01e83,0.999979,23213_3df3cb34,0.99997,23174_8ef93daf,0.999959,22710_77324fc2,0.999946,23008_3d1bb7b2,0.99994
21797_69df08d5,20818_098cad7c,0.919497,20959_d4905d19,0.919052,20279_aed6b3b3,0.919023,21805_2ba39d00,0.918853,23309_76dcf100,0.917642
21805_2ba39d00,22278_12f1fb79,0.999166,21839_a8eb6d34,0.999027,21977_ce9f4e71,0.998533,23378_8d6426ae,0.998458,21182_a480d230,0.998328
21806_616e985a,21062_c4ed6d45,1.0,22902_83870421,0.999999,23163_7b143a6f,0.999998,16550_e88d6986,0.999998,22668_9c30f6c0,0.999998
21809_8bd6b10e,21024_9be3d461,0.998413,20701_6dcbc975,0.997495,21762_90d34d16,0.997441,21918_976c2754,0.996236,20668_b2f2633e,0.994967
21810_718ae2fe,22140_9cda24cc,0.999983,22241_535ad84b,0.999946,20807_88c198d5,0.999892,22304_33009be6,0.999852,21665_2e14b6ff,0.999818
21816_3891a442,21552_4e9c19b1,0.999797,20505_017d4cc4,0.999674,23451_14c8d09e,0.999545,22612_28fe0ac2,0.999465,23176_1bf2a2d5,0.99933
21817_945cd3c9,21358_a69a36f3,0.999993,23035_6087bb57,0.999967,22826_199df203,0.99993,22577_cd96733e,0.999874,23434_6635ed57,0.999874
21825_ce32b0a0,20731_fbdc7731,0.999987,22508_6bb410af,0.999976,20822_5bb36119,0.999974,23103_43bde2a6,0.999959,21665_2e14b6ff,0.999919
21828_21ab2114,22365_a4eb929c,0.999981,22706_58a933f4,0.999951,23259_d655fcc1,0.999931,22311_553b3456,0.999918,22761_ca309655,0.999894
21831_54ca67d1,22216_4b032400,0.999988,21840_6847d36c,0.999969,21248_0a862e3e,0.999966,22761_ca309655,0.999902,20585_09b72895,0.999891
21836_5bc91e49,22414_14ead4a3,0.999857,22638_37f9fe91,0.999584,23468_a0bfb573,0.999362,23127_38d73061,0.999243,22095_af226cbc,0.999182
21837_b67d788c,21549_18160a0a,0.999943,23172_4ab01e83,0.99992,23213_3df3cb34,0.999917,22826_199df203,0.999903,21794_4d137e7d,0.999856
21838_5bc448b4,22893_eb8aa8ac,0.999976,22070_fd1b8e5e,0.999949,21849_a5f563a6,0.999923,22416_4cd31921,0.999857,22360_42cd6a21,0.999838
21839_a8eb6d34,22419_dfeb5d33,0.99972,21182_a480d230,0.999656,23101_6aec02ee,0.999345,22278_12f1fb79,0.999211,21805_2ba39d00,0.999027
21840_6847d36c,21831_54ca67d1,0.999969,22216_4b032400,0.999946,22761_ca309655,0.99994,22311_553b3456,0.999935,21248_0a862e3e,0.999924
21843_effbd24d,21081_72fa4ad1,0.99993,21845_dff8b3a1,0.999929,21121_1e9e7540,0.999872,20643_71ad3d26,0.999872,21352_c1101acb,0.999863
21845_dff8b3a1,21121_1e9e7540,0.999977,21843_effbd24d,0.999929,23155_d7305c5f,0.999886,21352_c1101acb,0.999873,22893_eb8aa8ac,0.999871
21848_0fff9631,23440_5956321f,0.999998,22671_fdd1b1e6,0.999995,20908_10574fbf,0.999994,22589_2c8f7c0b,0.99999,23164_659c91ef,0.999987
21849_a5f563a6,22070_fd1b8e5e,0.999972,22360_42cd6a21,0.999953,21838_5bc448b4,0.999923,22893_eb8aa8ac,0.999871,23155_d7305c5f,0.999846
21856_f84d9348,22852_dc1dbed6,0.995712,21496_f4025ad5,0.985159,23305_2662b29a,0.981922,21282_b2d83538,0.98101,22443_fa24c6f9,0.980964
21858_f1409ea2,21365_ab403591,0.999924,21503_34f299ca,0.99981,23331_192866b6,0.999733,23028_2ca87745,0.999614,21513_50fb4d62,0.999523
21859_35124f79,22404_66db7dd7,0.908545,21352_d60bc953,0.906228,21926_b4c7068b,0.898694,20870_dedaef5b,0.88128,22533_e7298b05,0.879015
21862_ec534e16,22136_a539c50b,0.999999,20806_ca60b7ae,0.999725,22154_24342da4,0.999708,22241_535ad84b,0.999624,21810_718ae2fe,0.999344
21865_c190b734,23184_731e5af0,0.999978,22671_fdd1b1e6,0.999974,20801_0796e2ee,0.999968,22749_346e10ae,0.999966,21848_0fff9631,0.999964
21882_795be793,21573_31a18ad0,0.999998,21611_1d3ff1b6,0.999996,21051_5d118b91,0.999995,20812_462bd352,0.999994,21617_ddd3657b,0.999992
21884_cc2c39f9,22074_c0265b0d,0.919969,23238_3c864758,0.919956,21715_53df62c9,0.919932,21600_0027c6fc,0.919919,20414_a33bd0d7,0.919908
21911_429c1a72,22180_ce7c3bd8,0.91997,19518_f220b68a,0.919933,21015_10304cb9,0.919912,20646_4cd14a72,0.919831,20259_de1ab632,0.919824
21912_3f74887c,21528_a5d5490f,0.92,21009_907a2a95,0.919788,22341_0f9c52ed,0.919692,22002_315afcfc,0.91965,23373_f5dac851,0.919534
21918_976c2754,20701_6dcbc975,0.999227,21024_9be3d461,0.99673,21809_8bd6b10e,0.996236,21153_a2fb81fe,0.993671,21425_d0d47a2a,0.992452
21923_41fa6eda,22011_0832eefe,0.999206,22092_897b0ffa,0.996393,22778_7d85debd,0.996052,22040_6461a147,0.992708,23132_1847c4ef,0.91996
21924_bbd9f7a9,22428_c1ffa51a,0.999354,23154_7c74d190,0.999093,23378_8d6426ae,0.998854,22278_12f1fb79,0.997137,21805_2ba39d00,0.995623
21926_b4c7068b,20746_57a7b346,0.985686,20870_dedaef5b,0.977383,21450_ea24ffcc,0.954001,21656_964b0c84,0.918642,22442_7d5c5d5f,0.915688
21941_1a683ec2,22242_4ceddc2b,0.918252,23226_8d1b5098,0.838719,20787_ed64ff5e,0.837865,23123_f35404c4,0.836795,21545_4384f96e,0.836669
21958_e48ddf4e,22659_0e686e14,0.999944,21386_e234c6b6,0.999939,22434_2ad62ed6,0.999931,22312_3f366a4a,0.99991,22245_ca848576,0.9999
21961_1a090a8b,22049_4da0d894,0.999939,23178_eb4b4280,0.999886,20585_09b72895,0.999837,21248_0a862e3e,0.999836,23102_211ad1db,0.999791
21974_1997ebc3,22617_a286f13c,0.999976,23174_8ef93daf,0.999941,22469_9d87f800,0.999931,23417_9a9e9937,0.999909,22586_ff3651b2,0.999889
21976_807c9b26,22131_6b4b60f8,0.999966,22043_041e1b7c,0.999761,22837_7644c972,0.999645,22747_3f6faf4c,0.999603,22180_ce7c3bd8,0.999477
21977_ce9f4e71,22421_19401bdd,0.99948,22894_5f7c276d,0.999456,23377_690165aa,0.999374,23101_6aec02ee,0.99929,21182_a480d230,0.999198
21979_29f59427,20701_6dcbc975,0.919559,21918_976c2754,0.919038,21809_8bd6b10e,0.916217,21700_28d193ac,0.915955,21024_9be3d461,0.915856
21982_bdafa78d,22245_ca848576,0.985551,23468_a0bfb573,0.984403,22312_3f366a4a,0.984222,23170_6ea8ded5,0.984011,21958_e48ddf4e,0.983981
21986_67c5509a,22535_0ba01cc9,0.919479,21545_4384f96e,0.919318,22056_79373464,0.919194,22581_406c16c4,0.918932,23226_8d1b5098,0.91827
21989_a0b5037d,23120_f7c9092f,0.996655,23380_abffc859,0.991423,22251_88fd728c,0.990869,23379_636204a6,0.990178,23252_ef165bed,0.989733
21990_7bb6efcf,22367_b4a67e61,0.999356,21448_5646a1b6,0.999339,22508_6bb410af,0.999332,20731_fbdc7731,0.999314,20822_5bb36119,0.999311
21991_ab98f156,23053_139f2009,0.916789,23251_3eb3d2e6,0.913527,23495_6366269c,0.913149,22910_97f0cc18,0.913122,20533_0a3e112b,0.91292
21994_357aac6f,21184_971559b6,0.919762,21533_8837772a,0.919678,22270_c6999138,0.919589,23219_40625e2c,0.919494,23209_1592b0a4,0.919187
22002_315afcfc,22776_facf9bcf,0.999962,21009_907a2a95,0.999755,21528_a5d5490f,0.99965,23451_14c8d09e,0.999194,21816_3891a442,0.999178
22011_0832eefe,21923_41fa6eda,0.999206,22778_7d85debd,0.998039,22092_897b0ffa,0.997355,22040_6461a147,0.995882,21626_b34008e6,0.919844
22014_5880c417,21357_9edfc0a0,0.999993,22133_465d7a91,0.999981,22135_2aa77ff2,0.999976,21776_fb0bfbc6,0.999965,21140_8d150c65,0.999955
22017_6d3be48d,22082_39503fa6,0.99469,23176_1bf2a2d5,0.992313,22474_b10fea1a,0.991572,23132_1847c4ef,0.991002,22228_1c82530b,0.990816
22021_520ec8c3,22323_aa6edb8b,0.919455,23176_1bf2a2d5,0.919097,21745_56cbe841,0.918946,22341_0f9c52ed,0.918547,21816_3891a442,0.918528
22026_62afa265,20429_9dd95c38,0.919997,22367_b4a67e61,0.919996,20438_5f344b00,0.919974,21448_5646a1b6,0.919931,22236_db209dff,0.919918
22027_11a2e852,20477_633cca4f,0.999434,20421_0fd51709,0.999148,21685_93737a7a,0.995467,22421_19401bdd,0.919832,23101_6aec02ee,0.919731
22028_776fbf0d,23419_ea47995f,0.99758,22065_0d414124,0.993839,22211_b1ee53f0,0.992403,21722_68aeba65,0.990255,22306_c3dca308,0.913109
22035_101c7ab4,21429_6d2d3974,0.990608,20421_38b63ca5,0.91988,20779_fc5a7c3d,0.919654,21365_ab403591,0.919634,20755_4b5e61bf,0.919629
22040_6461a147,22778_7d85debd,0.999385,22092_897b0ffa,0.998422,22011_0832eefe,0.995882,21923_41fa6eda,0.992708,20215_e2eb3082,0.919897
22043_041e1b7c,22131_6b4b60f8,0.999889,21976_807c9b26,0.999761,22053_de30641b,0.999734,22837_7644c972,0.999484,22270_c6999138,0.999007
22045_ead71aca,21513_50fb4d62,0.999947,20892_b1f89c8d,0.999871,22059_b7d76712,0.999857,22729_232da678,0.999838,23028_2ca87745,0.999827
22046_fe3bae6e,20278_d442e77d,0.918171,22085_e039a7d3,0.91552,23044_9a964a68,0.914944,22666_bdaa1303,0.91146,21590_7d092186,0.908121
22047_5a090f16,22241_535ad84b,0.919906,22136_a539c50b,0.919883,21862_ec534e16,0.919865,20451_557fe5cd,0.919799,20451_84d8b290,0.919799
22049_4da0d894,21961_1a090a8b,0.999939,20585_09b72895,0.999874,20682_e208cc63,0.999839,22892_68138f24,0.999817,21248_0a862e3e,0.999785
22050_e8702dd4,21603_98a15295,0.999678,21176_b5c72bfb,0.919947,22259_613f9d44,0.919916,21467_67965037,0.919911,21478_8fbd4409,0.919905
22053_de30641b,22043_041e1b7c,0.999734,22270_c6999138,0.999572,22131_6b4b60f8,0.999497,21976_807c9b26,0.999241,22837_7644c972,0.998482
22056_79373464,23162_7e2f3d77,0.998522,22491_a33562ad,0.998216,23226_8d1b5098,0.997626,22581_406c16c4,0.996713,23123_f35404c4,0.994851
22057_4947db57,22892_68138f24,0.999997,20682_e208cc63,0.999994,22155_ab18f2b6,0.999972,22886_a6331748,0.99995,21037_62248d34,0.999945
22058_71feafda,23311_ad36a9ec,1.0,21581_8f948e0b,0.999999,22843_cb38a007,0.999998,22843_ff77027f,0.999997,21781_5985da6d,0.999996
22059_b7d76712,20892_b1f89c8d,0.999974,21513_50fb4d62,0.999959,22045_ead71aca,0.999857,21224_18ba4aba,0.99977,22072_5163223a,0.999715
22061_b50b6b66,20285_b64b1a7e,0.919962,20421_83f66ddc,0.919948,21737_87d83240,0.919942,21625_d5d4c9a7,0.919658,20504_c9e14c9d,0.919478
22062_2d6b3b72,22224_1e749c32,0.999946,22074_c0265b0d,0.999768,21715_53df62c9,0.999766,21600_0027c6fc,0.999765,23366_cc0bc28e,0.999764
22064_e1ba20dd,23387_c4aa9424,0.999972,23339_87a4d11f,0.999963,23435_e1c96b4d,0.999939,21353_4686c90c,0.999903,21274_2fb8c3f5,0.999822
22065_0d414124,22211_b1ee53f0,0.999444,23419_ea47995f,0.998717,22028_776fbf0d,0.993839,21722_68aeba65,0.97471,22306_c3dca308,0.919065
22066_308cdcfe,20849_9821b6fe,0.999995,22313_3a8b93dc,0.999987,22577_cd96733e,0.99998,23505_161e8ec5,0.999979,23434_6635ed57,0.999962
22067_624b28e3,22214_b098105d,0.999874,22378_234fea2c,0.999826,21588_0c48dc5f,0.999775,23265_07de6a0b,0.99961,23215_08a54de0,0.999578
22070_fd1b8e5e,21849_a5f563a6,0.999972,21838_5bc448b4,0.999949,22360_42cd6a21,0.999948,22893_eb8aa8ac,0.999903,23155_d7305c5f,0.999869
22072_5163223a,21224_18ba4aba,0.999953,20892_b1f89c8d,0.999845,22729_232da678,0.999756,22059_b7d76712,0.999715,22045_ead71aca,0.999654
22073_951645ae,21326_ab4d6c43,0.999965,20646_4cd14a72,0.999916,20647_cea2e07c,0.999913,22747_3f6faf4c,0.999905,22378_234fea2c,0.999786
22074_c0265b0d,23238_3c864758,0.999988,21715_53df62c9,0.999978,21600_0027c6fc,0.99997,23366_cc0bc28e,0.999954,23354_8182b4eb,0.999802
22075_12b129d5,21781_5985da6d,0.999999,22844_9b75b8e0,0.999999,21495_ebbbd369,0.999999,21630_316322ff,0.999999,22257_6fb4c50c,0.999999
22076_20e8a107,23053_139f2009,0.985638,23048_8a1a5553,0.982098,23495_6366269c,0.978198,21063_037107dc,0.975927,23251_3eb3d2e6,0.975778
22078_1758e9fc,21625_d5d4c9a7,0.999784,22224_1e749c32,0.999765,22062_2d6b3b72,0.999708,22681_124bf3a9,0.999668,21737_87d83240,0.999596
22079_31335df2,22483_f4e4b62a,0.915704,22492_047b125b,0.914354,21741_c6faf98e,0.9138,22413_901f5867,0.910018,23195_2629864e,0.904796
22080_594bcb66,23438_b1ef78f4,0.939068,20792_d2ea0500,0.864612,22678_ff42f120,0.859841,20990_0a226634,0.859315,21961_1a090a8b,0.859286
22081_ab3124af,22528_f3370a64,0.999347,23083_fdb942ac,0.99911,20765_99d0665e,0.998911,22910_97f0cc18,0.998577,22827_f33929ec,0.998549
22082_39503fa6,22474_b10fea1a,0.998106,22228_1c82530b,0.997572,23176_1bf2a2d5,0.997532,23132_1847c4ef,0.997108,23466_1cf60d09,0.996444
22085_e039a7d3,22440_014f1bac,0.994649,23044_9a964a68,0.983578,23466_1cf60d09,0.980229,22228_1c82530b,0.979458,22474_b10fea1a,0.976207
22092_897b0ffa,22778_7d85debd,0.99935,22040_6461a147,0.998422,22011_0832eefe,0.997355,21923_41fa6eda,0.996393,20989_d1b8b0f8,0.919908
22095_af226cbc,23127_38d73061,0.999912,23221_42f37ae3,0.999881,22259_613f9d44,0.999709,22638_37f9fe91,0.99939,22049_4da0d894,0.999278
22125_e3a4cad4,22717_08784417,0.973636,22415_658c81dd,0.910961,21647_6b6cca6f,0.90277,20546_87dbd755,0.896647,20799_213bf924,0.891147
22126_e1cca10f,23132_1847c4ef,0.919868,21923_41fa6eda,0.91979,21009_907a2a95,0.919645,23363_60e39812,0.919573,23373_f5dac851,0.919405
22129_48b47c52,22154_24342da4,0.999809,20806_ca60b7ae,0.999798,20946_6573271d,0.99969,22147_12995368,0.999571,21257_770fee9a,0.999303
22131_6b4b60f8,21976_807c9b26,0.999966,22043_041e1b7c,0.999889,22837_7644c972,0.999582,22053_de30641b,0.999497,22747_3f6faf4c,0.999374
22133_465d7a91,22135_2aa77ff2,0.999991,21357_9edfc0a0,0.99999,22014_5880c417,0.999981,22374_aa5bb54d,0.999962,21062_c4ed6d45,0.999951
22134_5e72e871,23308_245d257c,0.999989,21563_c72d37a2,0.99997,22383_e5f707a7,0.999965,21377_19909a40,0.999962,21566_ff590631,0.999956
22135_2aa77ff2,22133_465d7a91,0.999991,21776_fb0bfbc6,0.999977,22014_5880c417,0.999976,21357_9edfc0a0,0.999973,22374_aa5bb54d,0.999964
22136_a539c50b,21862_ec534e16,0.999999,20806_ca60b7ae,0.999695,22154_24342da4,0.999678,22241_535ad84b,0.999654,21810_718ae2fe,0.999385
22140_9cda24cc,21810_718ae2fe,0.999983,20807_88c198d5,0.999933,22241_535ad84b,0.999892,21665_2e14b6ff,0.999875,22304_33009be6,0.99984
22141_5db99710,22983_0ab3faaf,0.999919,22678_ff42f120,0.999903,23037_d0df320c,0.9999,20609_69f28932,0.999874,21497_9833a679,0.999872
22142_7891a26a,20804_0dcacc66,1.0,21119_4f5c95a6,1.0,21139_cd619b26,1.0,23403_e539620b,1.0,21243_3ec5d732,0.999999
22147_12995368,20946_6573271d,0.999984,21257_770fee9a,0.999956,20551_ff28a959,0.999716,22129_48b47c52,0.999571,22154_24342da4,0.998813
22154_24342da4,20806_ca60b7ae,0.999999,22129_48b47c52,0.999809,21862_ec534e16,0.999708,22136_a539c50b,0.999678,20946_6573271d,0.999028
22155_ab18f2b6,22886_a6331748,0.999995,20682_e208cc63,0.999975,22057_4947db57,0.999972,22892_68138f24,0.999967,20585_09b72895,0.99995
22162_439af02a,23128_cb135b1b,0.999998,21377_19909a40,0.999997,20743_c8ea8159,0.999989,21706_adfb2ece,0.999975,23308_245d257c,0.999969
22168_a84560a9,21081_72fa4ad1,0.919956,22417_4a15d62e,0.919867,23329_6939d5d9,0.919864,20697_d3e106b4,0.919858,20421_0fd51709,0.919844
22178_976d2411,23199_75dc1efd,1.0,16550_e88d6986,1.0,23163_7b143a6f,0.999999,22839_113f2990,0.999999,21139_cd619b26,0.999999
22180_ce7c3bd8,22747_3f6faf4c,0.999916,20646_4cd14a72,0.999893,21015_10304cb9,0.99989,20647_cea2e07c,0.999856,22378_234fea2c,0.999796
22193_c8773ded,22827_f33929ec,0.999527,20765_99d0665e,0.998267,22910_97f0cc18,0.997797,22081_ab3124af,0.997405,22528_f3370a64,0.996559
22196_0deb2e34,22196_e5bf8c9d,0.999993,22197_94c66357,0.99989,20676_9715ec9c,0.998613,22197_66c5655e,0.919992,20779_fc5a7c3d,0.919862
22196_e5bf8c9d,22196_0deb2e34,0.999993,22197_94c66357,0.999927,20676_9715ec9c,0.998769,22197_66c5655e,0.919994,20421_49bd1188,0.919889
22197_66c5655e,22196_e5bf8c9d,0.919994,22196_0deb2e34,0.919992,22197_94c66357,0.919911,20421_49bd1188,0.919889,20779_fc5a7c3d,0.919877
22197_94c66357,22196_e5bf8c9d,0.999927,22196_0deb2e34,0.99989,20676_9715ec9c,0.999134,21974_1997ebc3,0.919945,22617_a286f13c,0.919941
22199_8ec9eeb2,22630_b6010fff,0.995401,20554_abcb705e,0.987297,20899_a8d7c6d5,0.919825,22534_e899f645,0.919342,23466_1cf60d09,0.919017
22210_649a5363,23406_1d36b046,1.0,21610_5dcf1187,0.999997,21616_c6c3347a,0.999996,21140_8d150c65,0.999996,21612_e2981dae,0.999996
22211_b1ee53f0,22065_0d414124,0.999444,23419_ea47995f,0.99778,22028_776fbf0d,0.992403,21722_68aeba65,0.975873,22717_08784417,0.922195
22214_b098105d,22067_624b28e3,0.999874,21588_0c48dc5f,0.999808,23265_07de6a0b,0.999792,23215_08a54de0,0.99976,22378_234fea2c,0.999735
22216_4b032400,21831_54ca67d1,0.999988,21248_0a862e3e,0.999985,21840_6847d36c,0.999946,20585_09b72895,0.999906,22761_ca309655,0.99986
22218_2f85f6ae,21529_93e51dd9,0.919889,20504_c9e14c9d,0.919863,22061_b50b6b66,0.919183,20421_83f66ddc,0.919022,21737_87d83240,0.918856
22224_1e749c32,22062_2d6b3b72,0.999946,21625_d5d4c9a7,0.999878,22078_1758e9fc,0.999765,22681_124bf3a9,0.999524,23366_cc0bc28e,0.999512
22227_aca28ff2,21615_f2ecc6e8,0.99981,22746_920025a0,0.999796,23343_f000bdae,0.999792,23369_447545f6,0.999728,21599_80057f94,0.998582
22228_1c82530b,22474_b10fea1a,0.999831,23466_1cf60d09,0.998736,23132_1847c4ef,0.998475,23363_60e39812,0.997683,22082_39503fa6,0.997572
22232_cb53774e,22461_0ba0e480,0.919865,20688_955aae0c,0.919779,22341_0f9c52ed,0.919712,22092_897b0ffa,0.919688,20989_d1b8b0f8,0.919666
22236_db209dff,21564_fa5b2db7,0.999984,22283_36ba29c9,0.999969,22367_b4a67e61,0.999937,21448_5646a1b6,0.999932,20822_5bb36119,0.999919
22241_535ad84b,21810_718ae2fe,0.999946,22140_9cda24cc,0.999892,20807_88c198d5,0.9997,22304_33009be6,0.999686,22136_a539c50b,0.999654
22242_4ceddc2b,23282_a1b17daa,0.91841,21941_1a683ec2,0.918252,23123_f35404c4,0.916442,23226_8d1b5098,0.915098,22581_406c16c4,0.914059
22245_ca848576,21958_e48ddf4e,0.9999,23170_6ea8ded5,0.999891,22312_3f366a4a,0.999887,21271_ec7f62b8,0.999847,22659_0e686e14,0.999839
22251_88fd728c,23283_fadf3820,0.999918,23379_636204a6,0.999894,23313_210c6783,0.999695,23252_ef165bed,0.999038,23045_a8c4e4bc,0.998674
22257_6fb4c50c,21630_316322ff,1.0,22844_9b75b8e0,0.999999,21781_5985da6d,0.999999,22075_12b129d5,0.999999,21495_ebbbd369,0.999998
22259_613f9d44,23221_42f37ae3,0.999946,23127_38d73061,0.999857,20609_69f28932,0.999802,23320_e0711ae9,0.999794,22678_ff42f120,0.999748
22261_6efe61e3,20342_c140780b,0.92,23403_e539620b,0.919999,20947_115d4058,0.919999,23351_6104d55d,0.919999,22142_7891a26a,0.919999
22266_078a1f68,21539_cfe1f7fd,0.919934,22228_1c82530b,0.919768,22474_b10fea1a,0.919699,23466_1cf60d09,0.91934,20899_a8d7c6d5,0.918567
22270_c6999138,22053_de30641b,0.999572,21184_971559b6,0.999552,22043_041e1b7c,0.999007,22131_6b4b60f8,0.998345,21976_807c9b26,0.997915
22278_12f1fb79,23378_8d6426ae,0.999578,21839_a8eb6d34,0.999211,21805_2ba39d00,0.999166,23377_690165aa,0.998986,22428_c1ffa51a,0.998656
22283_36ba29c9,21564_fa5b2db7,0.999995,22236_db209dff,0.999969,21825_ce32b0a0,0.999903,20822_5bb36119,0.999896,22508_6bb410af,0.999895
22298_51433023,23226_8d1b5098,0.997118,23123_f35404c4,0.996248,23195_2629864e,0.995727,22056_79373464,0.994751,22581_406c16c4,0.993684
22304_33009be6,20807_88c198d5,0.999936,21665_2e14b6ff,0.999922,23103_43bde2a6,0.999917,21810_718ae2fe,0.999852,22140_9cda24cc,0.99984
22306_c3dca308,22211_b1ee53f0,0.91988,22065_0d414124,0.919065,23273_8f301ce3,0.918809,23419_ea47995f,0.917754,22028_776fbf0d,0.913109
22311_553b3456,21133_f9a1614e,0.999975,21840_6847d36c,0.999935,22434_2ad62ed6,0.999927,21828_21ab2114,0.999918,22365_a4eb929c,0.99991
22312_3f366a4a,23170_6ea8ded5,0.999991,21271_ec7f62b8,0.999963,22434_2ad62ed6,0.999948,21497_9833a679,0.999923,21958_e48ddf4e,0.99991
22313_3a8b93dc,22066_308cdcfe,0.999987,23505_161e8ec5,0.999985,20849_9821b6fe,0.999979,22345_bc482c26,0.999979,23409_e27e3b8b,0.999966
22323_aa6edb8b,21745_56cbe841,0.919802,22341_0f9c52ed,0.919699,22776_facf9bcf,0.919628,21816_3891a442,0.919604,22002_315afcfc,0.919602
22331_152ee5c0,21329_1bfecd1d,0.999015,21839_a8eb6d34,0.919591,21805_2ba39d00,0.919543,22278_12f1fb79,0.919369,22419_dfeb5d33,0.918688
22334_677d00e0,21429_6d2d3974,0.919782,22251_88fd728c,0.919729,23283_fadf3820,0.919685,23379_636204a6,0.919592,23252_ef165bed,0.919548
22341_0f9c52ed,22002_315afcfc,0.919971,22776_facf9bcf,0.919906,20141_b9376856,0.919828,22461_0ba0e480,0.919824,23373_f5dac851,0.919805
22345_bc482c26,23505_161e8ec5,0.999988,23409_e27e3b8b,0.999987,22313_3a8b93dc,0.999979,21706_adfb2ece,0.999967,22066_308cdcfe,0.999952
22349_6f67a96e,23311_ad36a9ec,0.999994,22058_71feafda,0.999994,23021_047d1f8a,0.999993,23239_ba13cf5e,0.999992,21690_5d1f3475,0.999992
22357_e2f7b060,21557_53eafe15,0.91734,22787_49022c32,0.91633,22430_c6f08b03,0.911247,21421_fb12b69b,0.910326,22670_9353c710,0.909855
22360_42cd6a21,21849_a5f563a6,0.999953,22070_fd1b8e5e,0.999948,21838_5bc448b4,0.999838,23155_d7305c5f,0.999777,21174_861bd902,0.999775
22365_a4eb929c,21828_21ab2114,0.999981,23259_d655fcc1,0.999976,22761_ca309655,0.999913,22311_553b3456,0.99991,22706_58a933f4,0.999909
22367_b4a67e61,21448_5646a1b6,0.999939,22236_db209dff,0.999937,21384_b9774b93,0.999887,20822_5bb36119,0.999885,21564_fa5b2db7,0.999882
22372_e91792a1,21503_34f299ca,0.919966,23413_6702ec7f,0.919966,23331_192866b6,0.919946,23028_2ca87745,0.919863,21008_a3fec63b,0.919837
22374_aa5bb54d,20803_473c87ac,0.999995,20994_9c88b1ba,0.999994,23215_08a54de0,0.999976,22135_2aa77ff2,0.999964,22133_465d7a91,0.999962
22376_3ebc82a2,21621_711e1918,0.999558,21790_aaf9224a,0.998947,22987_37973191,0.998607,21552_4e9c19b1,0.998346,20858_15bdad00,0.997776
22377_d490f505,23265_07de6a0b,0.999967,21015_10304cb9,0.999911,21588_0c48dc5f,0.999904,20951_2918f2fa,0.999884,20647_cea2e07c,0.999874
22378_234fea2c,21588_0c48dc5f,0.999967,20646_4cd14a72,0.9999,20647_cea2e07c,0.999898,21015_10304cb9,0.999858,22747_3f6faf4c,0.99985
22383_e5f707a7,21563_c72d37a2,0.999995,23008_3d1bb7b2,0.999978,21566_ff590631,0.999971,22134_5e72e871,0.999965,23214_0c411aa1,0.999963
22399_97987ada,21828_21ab2114,0.919968,22706_58a933f4,0.919946,22365_a4eb929c,0.91994,23259_d655fcc1,0.91991,20680_b095cb77,0.919904
22402_a62e84b4,22405_20f11d58,0.999949,20668_b2f2633e,0.999283,22890_4ecfa491,0.995733,21024_9be3d461,0.994713,22193_c8773ded,0.993925
22404_66db7dd7,21859_35124f79,0.908545,21352_d60bc953,0.894035,21718_1551037b,0.844506,20544_43691724,0.824256,20952_b8a54213,0.81448
